Name,Type,Subtype,Latitude,Longitude,Arabic Name,Address,Phone,Website,Hours,Brand
الادارة الاقليميه لشركه العمودى(اطارات تويو و نيكسين),office,company,24.6257189,46.7407567,,اسعد المدنى,,,,
مؤسسه كشف تسربات المياه,office,company,24.6526328,46.8085403,,,,,,
OSTAR Holdings - Riyadh,office,company,24.6997929,46.7602861,,Pr. Met'eb Bin Abdulaziz St. 7272,+966 11 4747630,http://ostarholdings.com,,
Matt Royal,office,company,24.717071,46.6827583,,,,https://matt-royal.sa/,,
مؤسسة محمد عبدالله مرضاح للتجارة,office,company,24.6408434,46.736619,,,,,,
"Field Epidemiology Training Program, KSA",office,government,24.7471687,46.7623279,,Ibn Shaheen St.,,www.fetp.edu.sa,,
مكتب التاشيرات,office,company,24.6785411,46.6545611,مكتب التاشيرات,Umm Al Hamam Street,,,,
الادارة العامة للخدمات الطبية للقوات المسلحة,office,government,24.736141,46.7499059,,,,,,
مجموعة الفدأ,office,company,24.7036038,46.6770376,,طريق الملك فهد,,,,
كتابة العدل الاولى بوسط الرياض,office,government,24.6306178,46.7165093,,,,,,
مركز خدمات موبايلي,office,telecommunication,24.6461777,46.7071479,,,,,,
مركز خدمات زين,office,telecommunication,24.6462318,46.7071413,,,,,,
مكتب العمل الاستقدام,office,government,24.8000685,46.7839897,,As-Sahabh Road,,,,
وزارة الخارجية,office,government,24.649084,46.693311,,,,https://www.mofa.gov.sa/,,
تصديقات وزارة الخارجية,office,government,24.649123,46.693182,,,,,,
محل اتصالات,office,telecommunication,24.8048563,46.7936328,,,,,,
Alfanar HO,office,government,24.7753573,46.6800522,,Northern Ring Road b/w exit 5 & 6,,,,
Alfanar CoE,office,government,24.7810735,46.662012,,King Abdulaziz Road exit 5,,,,
الرئاسة العامة للبحوث العلمية والإفتاء,office,government,24.6161141,46.7056208,,طريق الملك فهد,0114595555,http://www.alifta.gov.sa,,
الشركة السعودية للكهرباء,office,government,24.6440238,46.7048305,,,,,,
مؤسسة الهضب للتجارة و المقاولات,office,government,24.7995739,46.7471276,,Ad Diyar,,,,
شركة الاتصالات السعودية,office,telecommunication,24.5961242,46.6988362,,شارع الأفلاج,,,Mo-Su 10:00-22:00,
King Abdulaziz City for Science and Technology (KACST),office,research,24.7167865,46.64404,,,+966114883555,https://www.kacst.edu.sa/,07:30-15:45,
مجموعة سدر للخدمات الاتصالات,office,government,24.7855381,46.8061956,,Al Arab Sea,,,,
مجموعة الفيصل للتوظيف,office,government,24.7830797,46.8082495,,Al Arab Sea,,,,
الهيئة السعودية للتخصصّات الصحية ( الجديدة ),office,government,24.8117778,46.6696111,,,,,Su-Th 08:00-16:00,
المجال,office,company,24.6456632,46.7055204,,,,,,
شئون الوافدين,office,government,24.6351493,46.6865878,,,,,,
مستودعات إمارة منطقة الرياض,office,government,24.6381119,46.6917906,,,,,,
زين,office,telecommunication,24.6458647,46.7157082,,شارع عبد العزيز بن مساعد بن جلوي,,,,
STC,office,telecommunication,24.6294884,46.7389059,,,,,,
مؤسسة نجم التسويق,office,government,24.651777,46.831078,,,,,,
شركة فن المعمار السعودية للصيانة الحدودة,office,government,24.6530116,46.7064878,,,,,,
المؤسسة العامة للتقاعد,office,government,24.6514843,46.7048016,,شارع الوشم,,,,
العمار للاتصالات,office,telecommunication,24.6512909,46.7061872,,شارع الوشم,,,,
الشعاع التقني,office,government,24.6509534,46.7051421,,شارع الوشم,,,,
المؤسسة العامة للتدريب التقني والمهني,office,government,24.6512485,46.7038424,,شارع الوشم,,,,
شركة مخزن الأدوية العربي السعودي المحدودة,office,company,24.6510399,46.7077193,,الشيخ عبد الرحمن القحطاني,,,,
مكتب عقارات,office,government,24.6482413,46.7066306,,شارع الامير عبدالله بن جلوي بن تركي,,,,
مكتب عقارات,office,government,24.648324,46.7066191,,شارع الامير عبدالله بن جلوي بن تركي,,,,
مكتب عقارات,office,government,24.6482853,46.7066312,,شارع الامير عبدالله بن جلوي بن تركي,,,,
شركة زمو للتجارة,office,company,24.6510662,46.7080162,,الشيخ عبد الرحمن القحطاني,,,,
شركة الجرس السعودي,office,company,24.6502032,46.7076133,,,,,,
موبايلي,office,telecommunication,24.7033326,46.7806115,,,,,,
فيليبس,office,government,24.6822352,46.7338788,,Al Ihsa Street,,,,
Saudi Geological Survey,office,government,24.6939346,46.7202952,,,,,,
Mobily,office,telecommunication,24.7081105,46.6767378,,,,,,
وزارة الصحة,office,government,24.6570849,46.7130373,وزارة الصحة,شارع عبد العزيز بن مساعد بن جلوي,,,,
المديرية العامة للجوازات,office,government,24.6706967,46.7214384,المديرية العامة للجوازات,Al Farzdaq Street,,,,
مديرية صحة الرياض,office,government,24.6996076,46.7631041,مديرية صحة الرياض,Pr. Met'eb Bin Abdulaziz St.,,,,
sago,office,government,24.5931717,46.8184267,sago,,,,,
Olympic Complex,office,government,24.648152,46.6468108,,,+966533324233,https://www.olympic.sa/,Su-Th 09:00-22:00; Fr-Sa,
MOI eService Terminal,office,government,24.7759323,46.6649614,,,,,,
العقارية الثالثه,office,government,24.7061076,46.6796418,العقارية الثالثه,,,,,
الاميرسعودبن مشعل,office,government,24.6964602,46.6059679,,مدخل خاص 5016,,,"Su-Tu 10:00-10:00, 17:00-22:00",
هيئة الاذاعة والتلفزيون,office,government,24.6429755,46.6954788,,Al Washam Street,,www.sba.sa,24/7,
باكس,office,government,24.686218,46.7331928,,Al Ihsa Street,,,,
وزارة المالية الادارة العامة للمقرات و القواعد,office,government,24.6528834,46.7090431,وزارة المالية الادارة العامة للمقرات و القواعد,شارع الوشم,,,,
مدينة تدريب الأمن العام بالرياض,office,government,24.7842624,46.8624638,مدينة تدريب الأمن العام بالرياض,,,,,
القوات الخاصة للأمن والحماية,office,government,24.6488593,46.731778,,شارع الظهران,,,Su-Th 08:00-14:00,
متاجر اتصالات,office,telecommunication,24.7476746,46.6852359,متاجر اتصالات,,,,,
قطاع الاثار و المتاحف,office,government,24.6459719,46.7111197,قطاع الاثار و المتاحف,,,,,
Hungerstation,office,telecommunication,24.676287,46.6835423,,Abdulrahman Al Naseri Path,,,,
Lafana Investments,office,government,24.7294441,46.6625221,,,,,,
مكتب العمل,office,government,24.7322321,46.7862619,مكتب العمل,,,,,
"Tatweer 1, King Fahad Road",office,government,24.729194,46.6623738,"Tatweer 1, King Fahad Road",,,,,
صندوق تنمية الموارد البشرية - الادارة العامة,office,government,24.6974468,46.6823126,صندوق تنمية الموارد البشرية - الادارة العامة,,,,,
الهيئة الملكية لمدينة الرياض,office,government,24.6823862,46.6241997,,,,,08:00-16:00,
العمل,office,government,24.70737,46.7588853,العمل,,,,,
وزارة التعليم,office,government,24.7406523,46.694734,وزارة التعليم,,,,,
وزارة المالية,office,government,24.6526478,46.7163988,وزارة المالية,,,,,
Saudi food and drug authority,office,government,24.6499576,46.7374683,,,,,,
المكتب الموحد,office,yes,24.6795557,46.6535437,المكتب الموحد,,,,,
Beacon Advertising Agency,office,yes,24.6835603,46.6894969,,Olaya Road,,,,
موبايلي,office,telecommunication,24.5880055,46.7608649,موبايلي,,,,,
Al Jardan,office,company,24.8288074,46.7954393,Al Jardan,,,,,
Navi Saudi,office,company,24.7021083,46.6984799,,,,,,
سفارة أوكرانيا,office,diplomatic,24.7343315,46.6899567,,,,,,
فرع وزارة العدل ووكالة التنفيذ,office,government,24.785359,46.6392436,,,,,,
العمار المثالي,office,company,24.8214377,46.7643662,,Mohamed Al Barqi,,,Sa-Th 16:30-21:00,
Green Oasis,office,estate_agent,24.8430189,46.7533725,,,,https://alargan.com.sa/,,
رافت الامير لتسويق,office,company,24.8132204,46.7961022,,Mohammed Ali Jinnah,,,,
كتابة العدل الثانيه شرق الرياض,office,government,24.6894149,46.8119531,,,,,,
Unnamed,office,government,24.8242598,46.7558549,,,,,,
جوازات الملز,office,government,24.675532,46.7317453,,,,,,
شركة ركن البيت لخدمات تنظيف الفلل,office,company,24.6173789,46.6862227,,البديعة,0558500420,https://www.roknelbeet.com/%D8%A7%D9%81%D8%B6%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%AA%D9%86%D8%B8%D9%8A%D9%81-%D9%81%D9%84%D9%84-%D8%A8%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/,Sa-Th 00:00-24:00; Fr 09:00-18:00,
شركة ركن البيت لخدمات تنظيف الخزانات,office,company,24.6045578,46.6883777,,شارع سلطانة 114,0558500420,https://www.roknelbeet.com/تنظيف-خزانات-بالرياض/,24/7,
سوار التقنية,office,company,24.7381697,46.6582644,سوار التقنية,,,,,
وكالة دريم للدعاية والاعلام,office,company,24.6310649,46.7346048,,Al Kharj Road,0554022283,,"Sa-Th 08:00-12:00, 16:00-22:00",
المركز الاداري بالسلي,office,government,24.66576,46.788112,,طريق الدائري الشرقي,,,Su-Th 09:00-18:00,
التعاونية للتأمين,office,insurance,24.5977603,46.6851183,,شارع السويدي العام,,,,
الغرفه التجاريه الصناعيه الرياض,office,government,24.666699,46.7079039,,,,http://www.chamber.sa,Su-Th 08:00-14:00,
السيف للهندسه والمقاولات,office,company,24.7819627,46.748901,,,,,,
البوانى,office,company,24.6700285,46.6694262,,,,,,
نسما للمقاولات,office,company,24.6942518,46.680404,,,,,,
الديار السعوديه,office,company,24.6955852,46.721458,,,,,,
الشركة الصينية,office,company,24.8078396,46.637444,,,,,,
العقارية,office,company,24.7078796,46.6784825,,,,,,
Cem estro,office,company,24.8177191,46.6179097,,,,,,
شركة تنظيف بالرياض,office,foundation,24.6643528,46.727003,,,,,,
بروجر,office,company,24.6806311,46.7078924,,,,,,
المؤسسه العامه للتأمينات الأجتماعيه,office,government,24.6900203,46.7158827,,طريق مكة المكرمة,,,Su-Th 08:00-14:00,
Ministry of Economy & Planning,office,government,24.7865344,46.7278675,,,,,,
Tamkeen Technologies,office,government,24.7082651,46.6785356,,,,,,
AbanaHO,office,company,24.6759156,46.6658158,,,,,,
مجموعة خالد الكريديس العقاريةً,office,estate_agent,24.8151069,46.6458844,,طريق الملك عبدالعزيز,0509794818,,,
Madina Co,office,lawyer,24.6611165,46.7341881,,,,,,
alwada,office,company,24.5319153,46.9101862,,,,,,
شركة المياه الوطنية,office,company,24.6874075,46.6837346,,Prince Sultan Bin Abdulaziz St. 1,,,Su-Th 08:00-04:00,
مقرالعمل,office,government,24.694983,46.7760428,,طريق الدائري الشرقي,,,Su-Th 00:00-24:00,
FLYNAS Office,office,company,24.8047155,46.6720345,,,,,,
Flynas office,office,company,24.7989433,46.6752501,,,,,,
Unnamed,office,government,24.7488789,46.6883562,,,,,,
Unnamed,office,government,24.7479435,46.6875408,,,,,,
Unnamed,office,association,24.634827,46.6777056,,,,,,
Unnamed,office,government,24.6634822,46.6398716,,,,,,
Schurarat,office,government,24.6627212,46.6365427,,,,,,
Unnamed,office,government,24.6564982,46.7116162,,,,,,
Unnamed,office,government,24.657005,46.7120448,,,,,,
Unnamed,office,government,24.6571256,46.7125455,,,,,,
Unnamed,office,government,24.6557777,46.7124089,,,,,,
Unnamed,office,government,24.6559259,46.7128869,,,,,,
Unnamed,office,government,24.6564706,46.7134103,,,,,,
المعاشات والتقاعد,office,government,24.6521249,46.7046777,,,,,,
Boston Consulting Group,office,company,24.6974261,46.682407,,,+966 11 2245 400,https://www.bcg.com/offices/riyadh/default.aspx,,
كلية الرياضة والنشاط البدني,office,educational_institution,24.7263802,46.6199047,,,,,,
Tools & Solutions,office,company,24.7876715,46.6588953,,,,,,
مؤسسة الانتاج الثلاثي للمقاولات,office,yes,24.6531542,46.585319,,,,,,
مجلس الضمان الصحي التعاوني,office,government,24.8212666,46.616126,,طريق الملك فهد,,https://cchi.gov.sa/,Su-Th 08:00-16:00,
AEcom Group,office,company,24.6533393,46.5825568,,Al Taif,966114825549,https://www.aecom.com.sa,"Sa-Th 08:00-13:00, 14:00-17:00",
AEcom Group,office,company,24.6533955,46.5826374,,Al Taief 3659,966114825549,https://www.aecom.com.sa,Sa-Th 08:00-19:00,
المركز الوطني لبحوث الزراعة والثروة الحيوانية,office,government,24.5793362,46.7187307,,,,,,
الصندوق السعودي للتنمية,office,government,24.6727231,46.6928308,,طريق العليا العام,+966 11 279 4000,http://sfd.gov.sa,Su-Th 07:00-16:15,
مؤسسه دار الناصرة للتجاره,office,company,24.6606802,46.7447383,,شارع زيد بن الخطاب,,,,
McKinsey & Company,office,company,24.7111809,46.6737654,,,+966 (11) 212 3600,https://www.mckinsey.com/middle-east/riyadh,,
Riyadh Airports Company (RAC),office,company,24.976626,46.6891861,,,,,,
برج النخيل,office,estate_agent,24.7488534,46.6527187,,طريق الملك فهد,+966112121212,http://www.alajlan-global.com/,24/7,
شركه نظم تقنيه المياه,office,company,24.565506,46.7963046,,Ibn-Hajar 1234,,,,
SFDA الهيئة العامة للغذاء والداء - المبنى الرئيسي,office,government,24.7466709,46.6110211,,الدائري الشمالي,,sfda.gov.sa,,
الخافقين للتسويق العقاري,office,estate_agent,24.5709192,46.6193708,,,,,,
معهد الادارة الرياض الملز,office,government,24.6680753,46.7244719,,,,,,
مصرف الراجحي (مبنى العمليات ),office,company,24.7527335,46.6313928,,الطريق الدائري الشمالي,00966534068065,https://www.alrajhibank.com.sa/,Su-Th 00:00-24:00,
شركة الضحيان,office,company,24.8273,46.8069,,,,,,
خالد بن سعد الموسى للعقارات,office,estate_agent,24.8121517,46.62779,,,,,,
دار المهندسينن للعقارات,office,estate_agent,24.8126201,46.6288828,,,,,,
الآلية للعقارات,office,estate_agent,24.8127336,46.6291508,,,,,,
الماجد للعود,office,company,24.8145239,46.6453871,,,,,,
مرسية الشركة الوطنية للإسكان,office,company,24.8127359,46.6462732,,,,,,
Unnamed,office,company,24.8026332,46.6502628,,,,,,
شركة إفادة للموارد البشترية,office,company,24.8011649,46.6468258,,,,,,
عبداللطيف جميل للتمويل,office,financial,24.8009966,46.6464022,,,,,,
الإدارة العامة للخدمات الطبية,office,government,24.8009052,46.6461696,,,,,,
دويتشه الخليج للتمويل,office,financial,24.8006578,46.6456015,,,,,,
مستودع صيانة طرق الرياض,office,government,24.7985224,46.651346,,,,,,
الرئاسة العامة لهيئة الأمر بالمعروف والنهي عن المنكر,office,government,24.7023128,46.7412791,,طريق مكة المكرمة 4508,,https://www.pv.gov.sa/,Su-Th 08:00-14:00,
سوق 24,office,foundation,24.6534261,46.5710871,,,112792341,https://swq24.com/,Mo-Sa 08:00-18:00,
جسور التخطيط لتقنية المعلومات,office,yes,24.7685195,46.5808164,,,,,,
Charity for Orphan Care,office,government,24.6682611,46.7842496,,,,,,
الشركة السعودية للتشخيص القابضة,office,yes,24.6819749,46.6862951,,Ibn Abi Al Ata al 4156,,,,
King Faisal Specialist Hospital medical department stores,office,yes,24.6699419,46.6762496,,Zahrawi Street,,,,
مركز الملك عبدالعزيز للحوار الوطني,office,yes,24.7768355,46.6824383,,Northern Ring Branch Rd 4292,,,,
Medical Regulations Gate,office,lawyer,24.714541,46.678356,,,+966 56 766 3377,https://www.mr-gate.com/,"Mo-Th,Su 8:00-17:00",
Saudi Xerox,office,company,24.6909765,46.7327897,,,+9664739800,http://xerox.com,Su-Th 08:30-17:30,
الدوائر الإنهائية بمحكمة الأحوال الشخصية بغرب الرياض,office,government,24.6540748,46.5798714,,,,,,
Embassy of Bangladesh,office,diplomatic,24.6857908,46.6317752,,Dareen Street 8039,0114195300,http://www.bangladeshembassy.org.sa,,
Emigrantz Global Consultancy,office,government,24.7012602,46.6798349,,"رقم 64 103, 2nd floor",+966561025030,https://www.emigrantz.com,Sa-Th 10:00-19:00,
العقيل للإستقدام,office,employment_agency,24.7662443,46.7132836,,Uthman Ibn Affan Rd 8442,+966920006110,https://www.alakeel.sa,,
وزارة التعليم,office,government,24.7404123,46.6953712,وزارة التعليم,,,,,
مكتب سليمان الدخيل للخدمات العقارية,office,estate_agent,24.627226,46.7482496,,الأمير محمد بن سعود بن فيصل 3187,0500099577,,Sa-Th 09:00-21:30,
StcPay,office,it,24.7667884,46.574678,,,,,,
شركة العربية للعود,office,company,24.6831158,46.7010977,,,,,,
سفارة مالطا,office,diplomatic,24.7120786,46.6830077,,العباس الرشيدي 7733,+966 11 463 2345,https://foreignandeu.gov.mt/en/embassies/me_riyadh,Su-Th 09:00-16:00,
Globitel Saudi Arabia,office,company,24.7530942,46.6255484,,الطريق الدائري الشمالي office 208,+966112160206,https://www.globitel.com/,SU-TH 8:00-17:00,
مكتب نايف داوود العتيق محامون ومستشارون,office,lawyer,24.7533525,46.7432035,,الأمير سعود الكبير بن عبدالعزيز آل سعود 2438,+966112345641,https://naiflawfirm.com,Su-Th 08:00-17:00,
Innovign | Marketing Agency,office,advertising_agency,24.7951256,46.6561053,,King Abdul Aziz Road 2439,+966555966256,https://www.innovign.com,Su-Th 09:00-18:00,
سفارة الأوروغواي,office,diplomatic,24.6784785,46.6283034,,AlRadaef Street C40,+9661 1 462.0739,,,
سفارة بيرو,office,diplomatic,24.6878288,46.6654939,,ابن يونس الصدفي 7393,+966 11 482 2474,https://www.gob.pe/embajada-del-peru-en-arabia-saudita,Su-Th 09:00-16:00,
سفارة تنزانيا,office,diplomatic,24.7274313,46.6752451,,ابن هبة الله 1,+966 (11) 454 2833,https://www.sa.tzembassy.go.tz,Su-Th 08:30-15:30,
مؤسسة أنا مقاول للمقاولات,office,estate_agent,24.7990034,46.731421,,,,,,
المشعل للعقارات محمد بن العبدالعزيز,office,estate_agent,24.7991099,46.7313655,,,,,,
شركة فؤاد الصالح وخالد الضويلع للاستشارات الهندسية والبيئية,office,company,24.8020244,46.7294995,,,,,,
مكتب الجردان للعقارات,office,estate_agent,24.8015673,46.7297514,,,,,,
برج اتصالات لموبايلي,office,telecommunication,24.7984996,46.7313065,,,,,,
شركة شبكات المستقبل للإتصالات,office,telecommunication,24.7983138,46.7313788,,,,,,
الصندوق الخيري الاجتماعي,office,ngo,24.7973255,46.7318904,,,,,,
الهيئة العامة للنقل,office,government,24.7886549,46.6374003,,,,,,
مجمو عة بوتيك,office,company,24.6863691,46.6265537,,,,http://boutiquegroup.com,Su-Th 09:00-17:00,
شركه فحص تسربات ه,office,company,24.576195,46.7670686,,,0555786145,,24/7,
Unicharm Gulf Hygienic Industries Ltd.,office,company,24.5463335,46.9007794,,,,,,
Unicharm Gulf Hygienic Industries Ltd,office,company,24.5463219,46.9002958,,,,,,
ابانا,office,company,24.6753796,46.6620355,,,,,,
ALNAMI LAW FIRM,office,lawyer,24.6908399,46.7539151,,AL Nahdha,+966114767161,ALNAMILAWFIRM.SA,Su-Th 09:00-17:00,
العثيم القابضة,office,company,24.7820003,46.6482778,العثيم القابضة,,,,,
ATAD Advertising Est.,office,advertising_agency,24.6677578,46.7297361,,,+966500175828,http://www.atadadvertising.com/,,
العجلان ريفييرا,office,estate_agent,24.8265083,46.6023209,,شارع أحمد بن شبانة 6847,⁦+966 9200 33158⁩,https://alajlaninvest.com/,Mo-Fr 09:00-17:00,
Etejah اتجاه,office,consulting,24.7775714,46.6880335,,الدائري الشمالي,,http://www.etejah.com,,
موبايلي,office,telecommunication,24.7908571,46.6480068,,,,,,موبايلي
خالد محمد الدويس للعقارات,office,estate_agent,24.7947606,46.6581354,خالد محمد الدويس للعقارات,,,,,
المحمدية للعقارات,office,estate_agent,24.7943565,46.6571383,المحمدية للعقارات,,,,,
الراجحي الاستثمارية,office,company,24.7474477,46.7092715,الراجحي الاستثمارية,,,,,
شركة ولاء للتأمين,office,insurance,24.7458056,46.7078957,شركة ولاء للتأمين,,,,,
shafaq alsharq,office,company,24.6808607,46.7012998,,عبد العزيز بن مساعد بن جلوي,+966569101187,https://sh-sharq.com/,09:00-17:00,
Devoteam,office,company,24.6931996,46.7022261,,Prince Abdulaziz Ibn Musaid Ibn Jalawi St 7101,,,,
المكتب الرئيسي لشركة الوطنية الزراعية,office,company,24.817396,46.7792013,,"Tulip Square Business Center, Al Munsiyah 1st floor, office no 22",+966507877811,https://www.watania-agri.com/,Su-Th 08:00-17:00,
aDawliah,office,company,24.663881,46.7067218,,,+966 11 409 1065;+966 11 459 7855,https://adawliahshop.com,"Mo-Th,Sa-Su 10:00-18:30",
إرتكان العقارية,office,estate_agent,24.8189905,46.6443365,,شارع أنس بن مالك,00966504377330,,Su - Th 9:00 - 18:30,
Gulf Factory for metals,office,company,24.5713813,46.8830436,,,,,,
شركة السدره للأدوية,office,company,24.6927478,46.7237949,,شارع صلاح الدين الأيوبي 2071,+966114000036,https://www.acedrarx.com/,,
شركة منارات نجد للاستشارات الهندسية,office,consulting,24.6538862,46.588508,,Al Taief 6179,+966553451080,https://www.mnaratnjd.com,Mo-Su 09:00-21:00,
وزارة التعليم,office,government,24.7407378,46.6946904,وزارة التعليم,,,,,
SAPTCO passport and visa check,office,diplomatic,24.5963875,46.7470568,,,,,,
سوبر أوفيس,office,coworking,24.5948554,46.6951111,,صيدا,+966920032320,https://superoffice.sa/,24/7,
المنزل البارد للتكييف والتبريد,office,company,24.8882697,46.6093299,,شارع عبدالله الخزرجي RRRA2967,,,,
شركة المعماريون الخليجيون للمقاولات,office,consulting,24.7383,46.7979174,,,,,,
مؤسسة فقاعات للتجارة,office,yes,24.7012909,46.6749085,,,,,,
شركة الطعيس والمعطش وشركاؤهم,office,company,24.6854134,46.6754937,,طريق التخصصي,,,,
شركة ارت,office,company,24.6853532,46.6755069,,طريق التخصصي,,,,
Libg Solutions,office,company,24.6852769,46.6755468,,طريق التخصصي,,,,
مكتب فيصل فهد الحارثي للمحاماة والاستشارات القانونية,office,company,24.6852669,46.6756991,,طريق التخصصي,,,,
شركة تغريد العالمية,office,company,24.6852228,46.6757323,,طريق التخصصي,,,,
شركة بالرياض,office,company,24.6864431,46.675402,,سكاكا,,,,
Aurisage,office,company,24.6852991,46.6758813,,الأمير سلطان بن عبدالعزيز,,,,
جمعية مناعة الخيرية,office,charity,24.6855054,46.676187,,سكاكا,,,,
سلسلة نقاط التركيز للخدمات التسويقية,office,advertising_agency,24.6854609,46.6767789,,الأمير سلطان بن عبدالعزيز,,,,
وايت ماء شمال الرياض,office,yes,24.7605163,46.7152028,,,,,,
مكتب تعليم العليا,office,government,24.7518007,46.6679544,,,,,,
Embassy of the Turkish Republic to Yemen,office,diplomatic,24.6805013,46.6208938,,,+966 11 482 0101,https://sana-be.mfa.gov.tr,"Su-Th 09:00-12:30,14:00-17:00",
Nextcare,office,insurance,24.7423312,46.6493618,,,+966 11 203 3541,https://www.nextcarehealth.com,"Mo-Th,Su 09:00-18:00",
وفد الاتحاد الأوروبي,office,diplomatic,24.6995618,46.6669165,وفد الاتحاد الأوروبي,ثابت اللغوي 25,+966 11 482 7057,https://www.eeas.europa.eu/delegations/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_ar,Su-Th 08:00-17:00,
وكالة مشعل للدعاية والاعلان,office,advertising_agency,24.6539223,46.7529313,,طريق عمر بن الخطاب,+966576210344,,Mo-Su 09:00-22:00,
Solid Design Studio,office,advertising_agency,24.8122232,46.647858,,,,,,
Neoleap,office,company,24.7114626,46.6311387,,,,,,
Neoleap,office,company,24.7114075,46.6311145,,,,,,
Saudi Heritage Preservation Society,office,foundation,24.6468502,46.7081889,,,,,,
StandardTouch,office,company,24.7133929,46.6755148,,"P O. 385038, Riyadh 11355, Saudi Arabia",+966591153847,http://standardtouch.com/,,
مركز لطف الانسان الطبي للاستشارات والعلاج النفسي,office,therapist,24.7775285,46.6651874,مركز لطف الانسان الطبي للاستشارات والعلاج النفسي,طريق الملك عبدالعزيز الفرعي,,,24/7,
مركز الملك سلمان للإغاثة والأعمال الإنسانية,office,government,24.7137207,46.6316709,مركز الملك سلمان للإغاثة والأعمال الإنسانية,,+966 920008554,https://www.ksrelief.org/ar,,
وزارة البلديات والإسكان,office,government,24.7133796,46.6313383,وزارة البلديات والإسكان,,+966114569999,https://momah.gov.sa/ar,,
الهيئة العامة للعقار,office,government,24.8134323,46.6252396,,شارع العليا,,,,
وزارة الداخلية,office,government,24.6703308,46.695747,,,,,,
Ministry of Petroleum,office,government,24.6831648,46.7100485,,,,,,
General Organisation For Social Insurance,office,government,24.686351,46.7174981,,,,,,
مركز المعلومات الوطني (وزارة الداخلية),office,government,24.6856759,46.7092213,,,,,,
مجلس الصحة لدول مجلس التعاون,office,yes,24.6730839,46.6256063,,,,https://www.ghc.sa/,,
الهيئة السعودية للتخصصّات الصحية,office,government,24.6730949,46.6242362,,,920019393,https://www.scfhs.org.sa/,Su-Th 08:00-16:00,
المنظمة العربية للهلال الأحمر والصليب الأحمر,office,association,24.6736447,46.6248542,,,,,,
وزارة الشؤون البلدية والقروية,office,government,24.7299105,46.6649904,,Olaya Street,,,,
Riyadh Traffic Department,office,government,24.6556645,46.6863175,,,,,,
Unnamed,office,government,24.7476635,46.7432443,,,,,,
وزارة الخارجية,office,government,24.6492255,46.6923673,وزارة الخارجية,,,https://www.mofa.gov.sa/,,
القيادة العسكرية الموحدة لدول مجلس التعاون,office,government,24.9050728,46.6500777,,,,,,
برج تمكين,office,government,24.8214685,46.6197217,,3,,,,
G114 Auditorium,office,yes,24.7514487,46.7256694,,,,https://ricec.com.sa/(X(1)S(0pj1th55shiz1fjyv5uyij55))/en_Conference_Centre.aspx,,
Admin,office,yes,24.7510575,46.7256081,,,,,,
Main Lounge,office,yes,24.7519294,46.7257368,,,,,,
Lecture Hall 1/2,office,yes,24.7517915,46.7255981,,,,,,
Unnamed,office,yes,24.7518228,46.7259036,,,,,,
Reception Hall 3,office,yes,24.7518932,46.7259156,,,,,,
Reception Hall 2,office,yes,24.7519906,46.7259322,,,,,,
