Name,Type,Subtype,Latitude,Longitude,Arabic Name,Address,Phone,Website,Hours,Brand
Arizona Ranch Resort,tourism,artwork,24.8132163,46.7297038,,,,,,
Unnamed,tourism,information,24.8784956,46.723404,,,,,,
Unnamed,tourism,artwork,24.8189173,46.705167,,,,,,
Reception,tourism,information,24.7505681,46.7258679,,,,,,
Reception,tourism,information,24.7519748,46.7260839,,,,,,
Press Room,tourism,information,24.7509721,46.7255213,,,,,,
Business Center,tourism,information,24.7509545,46.7256603,,,,,,
Unnamed,tourism,artwork,24.8716924,46.5629689,,,,,,
Unnamed,tourism,information,24.8547579,46.551251,,,,,,
Unnamed,tourism,information,24.885971,46.5354017,,,,,,
Unnamed,tourism,artwork,24.9394084,46.4711762,,,,,,
Unnamed,tourism,artwork,24.9392675,46.4716156,,,,,,
Unnamed,tourism,information,24.8458918,46.5510286,,,,,,
Reception,tourism,information,24.6885319,46.6188121,,,,,,
Accomodation Reception,tourism,information,24.6888885,46.6198058,,,,,,
Banquet Reception,tourism,information,24.6891054,46.6194571,,,,,,
Unnamed,tourism,information,25.0150608,46.5918213,,,,,,
Unnamed,tourism,artwork,24.7887573,46.42548,,,,,,
Unnamed,tourism,information,24.5773383,46.6903783,,,,,,
Unnamed,tourism,information,24.5777542,46.6902787,,,,,,
Holiday Inn Meydan,tourism,hotel,24.6785701,46.6915593,,,,,,Holiday Inn
Vivienda Hotel Villas - Granada,tourism,hotel,24.7890376,46.7270668,,,+966 11 511 8000,,,
سباركيز,tourism,theme_park,24.7670917,46.717614,,,,,,
Unnamed,tourism,hotel,24.809006,46.7786325,,,,,,
أجنحة اسوار الفندقية-قرطبة,tourism,hotel,24.7959958,46.7288965,,,,,,
BEST WESTERN PLUS Riyadh Hotel,tourism,hotel,24.6796137,46.7020892,,Abdulaziz Bin Musa'ed Bin Jalawi St. 63987,,,,Best Western Plus
Menaa Suites,tourism,hotel,24.7974076,46.627504,,Al Omra,+966114543676;+966509040313,,,
Unnamed,tourism,hotel,24.7054186,46.6770675,,,,,,
Unnamed,tourism,information,24.6491194,46.7066601,,,,,,
Unnamed,tourism,information,24.6494576,46.7071998,,,,,,
Unnamed,tourism,information,24.6514907,46.7067408,,,,,,
K.K.I.A Camp,tourism,hostel,24.9202274,46.6836988,,K.K.I.A,,,,
قاعة درة المملكة للاحتفالات,tourism,artwork,24.8106535,46.8063223,,,,,,
المصيف هاوس,tourism,hotel,24.7756656,46.6838796,,,0112250834,,,
yarmuk hotel,tourism,hotel,24.8051624,46.7933573,,,,,,
فندق عبدالله عبدالعزيز الراجحي,tourism,hotel,24.637134,46.717119,,شارع عبد العزيز بن مساعد بن جلوي,,,,
شقق مفروشة,tourism,apartment,24.804595,46.7937462,,,,,,
sep,tourism,artwork,24.5549906,46.8730283,,,,,,
al remal,tourism,artwork,24.83354,46.8113983,,,,,,
work,tourism,artwork,24.6929648,46.6957569,,,,,,
mansour orkida اوركيدا منصور,tourism,hotel,24.6995086,46.7184348,,,,,,
Al Bayan Holding,tourism,artwork,24.8154482,46.7698174,,,,,,
Unnamed,tourism,hotel,24.8286258,46.800141,,,,,,
Unnamed,tourism,artwork,24.8295583,46.7944068,,,,,,
Sheraton 4 Points,tourism,hotel,24.637475,46.7121692,,,,,,
Unnamed,tourism,artwork,24.8796083,46.8319827,,,,,,
work,tourism,artwork,24.6992317,46.7035071,,,,,,
شركة صرح التقنية للمقاولات,tourism,artwork,24.7383629,46.6659902,,,,,,
Bazy Trading,tourism,artwork,24.6605671,46.7409746,,,,,,
مكتب المعجل للعقارات,tourism,information,24.7647337,46.7131192,,wadi alshoki street,0550067498,,"Sa-Th 10:00-12:00, 16:00-22:00",
Riyadh batha,tourism,artwork,24.56903,46.8817746,,,,,,
Riyadh sipchem,tourism,artwork,24.5735989,46.8765686,,,,,,
Metal workshop,tourism,artwork,24.70076,46.8530235,,,,,,
شقق روفان,tourism,hotel,24.7945489,46.7349892,,Abi Al Hasan Bin Al Anther,,,,
Unnamed,tourism,hotel,24.7850797,46.8225774,,,,,,
شاليهات رانسي,tourism,chalet,24.5514171,46.5963978,,,,,,
عطلات الغازي للسياحة و السفريات,tourism,artwork,24.6513135,46.7062662,,,,,,
Zahran Mentinanc .co,tourism,hostel,24.6827388,46.7105548,,,,,,
Brezeen hotel,tourism,hotel,24.6989595,46.6400414,,,,,,
حديقة الحيوانات,tourism,zoo,24.6768038,46.7373,,,,,,
Sumeasi,tourism,artwork,24.6447844,46.6882708,,,,,,
درر السحاب للشقق المفروشة,tourism,hotel,24.7646729,46.7658571,درر السحاب للشقق المفروشة,,+96611 248 6363,,24/7,
المكتب. هيف,tourism,artwork,24.6785565,46.686305,,طريق الملك فهد,,,,
Rest Night AL-Nafal,tourism,hotel,24.7827876,46.6728308,,,,,,
Macsoora,tourism,hotel,24.7921793,46.7011852,,,,,,
شقق البارقة,tourism,hotel,24.6119879,46.7544241,شقق البارقة,mohammad ibn shuail,,,24/7,
Rand,tourism,hotel,24.6980344,46.6679956,,,,,,
فندق الضيافة بالرياض,tourism,hotel,24.6845103,46.703761,,,,,,
aljajirah,tourism,artwork,24.680433,46.7933634,aljajirah,,,,,
Unnamed,tourism,hotel,24.7656278,46.7389475,,,,,,
وسن للشقق الفندقية,tourism,hotel,24.6140203,46.7563681,وسن للشقق الفندقية,,,,,
work house,tourism,artwork,24.7694471,46.813746,,,,,,
فندق نزل المها,tourism,hotel,24.5661033,46.7903372,فندق نزل المها,Al-'Aziziah Road,,,,
الابل,tourism,chalet,24.9174491,46.4930482,الابل,,,,,
Alfanar housing f11,tourism,hotel,24.7046188,46.7741137,Alfanar housing f11,Al Tall St. 37,,,,
ارياف العارض,tourism,chalet,24.9724952,46.5741647,,,0583071333,,24/7,
أرياف العارض,tourism,chalet,24.97148,46.5753211,,,0583071333,,24/7,
Arbic,tourism,artwork,24.8041415,46.7788855,,,,,,
Unnamed,tourism,artwork,24.8041,46.779445,,,,,,
Unnamed,tourism,artwork,24.805295,46.7814017,,,,,,
Unnamed,tourism,artwork,24.80456,46.7795217,,,,,,
رمادي,tourism,hotel,24.7986113,46.8084917,,ichebilya,,,24/7,
Unnamed,tourism,artwork,24.8031092,46.7796667,,,,,,
Unnamed,tourism,artwork,24.8034906,46.7795809,,,,,,
Unnamed,tourism,artwork,24.803851,46.7793345,,,,,,
Unnamed,tourism,artwork,24.8037577,46.7796043,,,,,,
فله,tourism,chalet,24.5163448,46.7301001,فله,,,,,
فندق التنفيذيين,tourism,hotel,24.774335,46.6397206,فندق التنفيذيين,,,,,
مطار الرياض,tourism,hotel,24.9419004,46.7108868,مطار الرياض,,,,,
"Executive hotel, Riyadh",tourism,hotel,24.7148858,46.6698492,"Executive hotel, Riyadh",,,,,
الادارة hr,tourism,artwork,24.7718512,46.7103526,الادارة hr,,,,,
وادي خنيفه,tourism,artwork,24.6564111,46.6064839,وادي خنيفه,,,,,
My room,tourism,hotel,24.807553,46.6680251,My room,,,,,
Mena Hotel,tourism,hotel,24.6851693,46.6881375,,,,,,
House Cris,tourism,hotel,24.6840844,46.7141427,House Cris,,,,,
Unnamed,tourism,artwork,24.681561,46.6965606,,,,,,
الخالدية للوحدات السكنية المفروشة,tourism,hotel,24.7535124,46.7436554,الخالدية للوحدات السكنية المفروشة,,,,,
قرية الملقا,tourism,information,24.8093141,46.6132406,,شارع أنس بن مالك حي ملقا,,,,
Unnamed,tourism,hotel,24.8093309,46.6132095,,,,,,
Al Muhaidb Tahaliya Hotel,tourism,hotel,24.6944085,46.6831536,Al Muhaidb Tahaliya Hotel,,,,,
Estiraha Zahid,tourism,chalet,24.7677127,46.8349629,,Ibnul-Haitham,,,,
مكتب النقش المميز,tourism,artwork,24.7515471,46.640246,مكتب النقش المميز,,,,,
وادي حنيفة,tourism,artwork,24.6130433,46.6938599,وادي حنيفة,,,,,
شقق الضيافة,tourism,apartment,24.7043791,46.6781684,شقق الضيافة,,,,,
Unnamed,tourism,chalet,24.8252811,46.7624873,,Mohamed Al Barqi,,,,
توبال للشقق الفندقيه,tourism,hotel,24.6877928,46.7196117,,,,,,
شاليهات القصر,tourism,chalet,24.9210198,46.8064362,شاليهات القصر,,,,,
Unnamed,tourism,artwork,24.797004,46.7809458,,,,,,
منتجع وشاليهات رؤى,tourism,chalet,24.414404,46.6067511,منتجع وشاليهات رؤى,,,,,
Unnamed,tourism,information,24.9611111,46.7025304,,,,,,
Unnamed,tourism,information,24.9637943,46.7008613,,,,,,
منتزه المناخ,tourism,information,24.6196052,46.7717857,,الدائري,,,24/7,
Abana workshop,tourism,artwork,24.5742935,46.8102772,,,,,,
Yardvilla,tourism,hotel,24.6630482,46.6807527,,,,,,
الوسام,tourism,hotel,24.7537763,46.7444292,,,,,,
دار ليند,tourism,hotel,24.7990586,46.7966725,,,,,,
شقق دانة دالين المفروشة,tourism,hotel,24.7986279,46.7969192,,,,,,
Sama AlQasr hotel apartments سما القصر شقق فندقية,tourism,hotel,24.6756905,46.6636955,,,0112814540,,,
فندق مراحل بالرياض,tourism,hotel,24.6883593,46.8428737,فندق مراحل بالرياض,,,,,
سويس بلهوتيل روية,tourism,hotel,24.5477327,46.8823879,سويس بلهوتيل روية,,,,,
Building No 17 Al Aqeel Aprtment,tourism,information,24.674219,46.7460026,,,,,,
Unnamed,tourism,information,24.9715303,46.6131865,,,,,,
Unnamed,tourism,apartment,24.7336859,46.8082685,,,,,,
Unnamed,tourism,apartment,24.7337467,46.8082227,,,,,,
دار الرياض,tourism,artwork,24.7106232,46.694056,,,,,,
Pai vhugs,tourism,apartment,24.7649816,46.7981967,,,,,,
Unnamed,tourism,apartment,24.7739801,46.7917756,,,,,,
ا عوض عبدالحميد,tourism,hotel,24.7739551,46.7919133,,,,,,
درر رامه للوحدات السكنية فرع 9,tourism,hotel,24.711304,46.7027465,,"Al Sulaimaniah District, King Abdel Aziz Road",,,,Drr Ramah9
درر رامه للوحدات السكنية فرع 2,tourism,hotel,24.7654594,46.6684649,,شارع الامير عبدالمحسن بن جلوي,,,,Drr Ramah 2
درر رامه للوحدات السكنية فرع 7,tourism,hotel,24.7652516,46.6690432,,شارع الامير عبدالمحسن بن جلوي,,,,درر رامه 7
درر رامه للوحدات السكنية فرع1,tourism,hotel,24.7523951,46.6700347,,عروة بن الورد,,,,
درر رامه للوحدات السكنية فرع 5,tourism,hotel,24.7526021,46.669893,,عروة بن الورد,,,,درر رامه المروج 5
درر رامه للوحدات السكنية فرع 6,tourism,hotel,24.7528287,46.6697482,,عروة بن الورد,,,,درر رامه المروج 6
Ibis Olaya,tourism,hotel,24.7123353,46.6764097,,,,,,
Exit 1,tourism,information,24.7368972,46.5905208,,,,,,
Exit 9,tourism,information,24.7761756,46.730588,,,,,,
Exit 7,tourism,information,24.7850703,46.7043844,,,,,,
Exit 5,tourism,information,24.7697707,46.6683193,,,,,,
Exit 10,tourism,information,24.7598742,46.7388496,,,,,,
Adeeb Accomodation,tourism,apartment,24.6447651,46.7286522,,,,,,
Unnamed,tourism,hotel,24.8481688,46.8250956,,,,,,
Mamu,tourism,hotel,24.8481968,46.825089,,,,,,
Unnamed,tourism,apartment,24.8284041,46.7558717,,,,,,
Light Calligraphy,tourism,artwork,24.7356646,46.7201164,,,,,,
درر رامه السليمانية فرع 8,tourism,hotel,24.7108631,46.7030816,,الامير مشاري بن عبدالعزيز,,,,Drr ramah 8
درر راما السلمانية فرع8,tourism,hotel,24.7109162,46.7031214,,Pr. Mishari Bin Abdulaziz St.,,,,2
مطابع أريج الألوان,tourism,artwork,24.6184535,46.7409135,,,,,,
my-home,tourism,apartment,24.7521002,46.8334862,,,,,,
درر رامه 9 السليمانية,tourism,hotel,24.7113889,46.702563,,طريق الملك عبدالعزيز,,,,Drr Ramah9 Sulaimaniah
World Sights Park,tourism,theme_park,24.7625938,46.7361111,,,,,,
فندق الجنوب,tourism,hotel,24.5995747,46.733794,,,,,,
Unnamed,tourism,artwork,24.7222909,46.7525022,,,,,,
Imam Saud Ibn Faisal Road,tourism,information,24.8186395,46.6440568,طريق الامام سعود بن فيصل,,,,,
Unnamed,tourism,information,24.8997355,46.7117625,,,,,,
Unnamed,tourism,information,24.9026944,46.7118232,,,,,,
Unnamed,tourism,information,24.9054537,46.7135225,,,,,,
Unnamed,tourism,information,24.9074285,46.7167468,,,,,,
Unnamed,tourism,information,24.9087717,46.7156687,,,,,,
Unnamed,tourism,information,24.9099538,46.7191517,,,,,,
Unnamed,tourism,information,24.9088184,46.7193337,,,,,,
Unnamed,tourism,information,24.613722,46.7621842,,,,,,
Unnamed,tourism,artwork,24.7142802,46.6324155,,,,,,
Unnamed,tourism,artwork,24.7590498,46.7384062,,,,,,
Unnamed,tourism,artwork,24.7587122,46.7377917,,,,,,
Unnamed,tourism,artwork,24.7584918,46.7386262,,,,,,
فندق ذهب المؤنسيه,tourism,hotel,24.8288434,46.7905859,,,,,,
فندق لحظة - النسيم الغربي,tourism,hotel,24.7330621,46.8219176,,شارع أسامة بن زيد,,,,
Unnamed,tourism,theme_park,24.6926735,46.7647399,,,,,,
My Accommodation,tourism,artwork,24.6113345,46.8612448,,,,,,
س,tourism,apartment,24.8262156,46.9694384,,,,,,
فتحه,tourism,artwork,24.8287704,46.9762964,,,,,,
برج رملة,tourism,hotel,24.8093908,46.6246222,,شارع رقم 46,,,,
اسكوت رافال العليا,tourism,hotel,24.8089066,46.6262031,,طريق العليا العام,,http://the-ascott.com,,
Ad Diriyah,tourism,museum,24.7389262,46.5784238,,,,,,
شقة بلودان,tourism,apartment,24.7852452,46.8728613,,,,,,
بارك هاوس للشقق المفروشة,tourism,hotel,24.7188047,46.6804981,,,+966112733331,,,
Museum of arts,tourism,museum,24.8582108,46.5925395,,,,,,
hard rock hotel,tourism,hotel,24.8615589,46.5880928,,,,,,
رياحين الرياض للشقق المفروشة,tourism,hotel,24.6012129,46.7534106,,شارع رنية,,,,
Milano pizza pasta,tourism,artwork,24.7468184,46.8372004,,,,,,
تقاطع إشارة الملاحم,tourism,information,24.6842577,46.7668993,,,,,,
Unnamed,tourism,hotel,24.7636945,46.6839282,,,,,,
شقق عوائل,tourism,apartment,24.8962759,46.9084246,,,,,,
Executives Hotel,tourism,hotel,24.5965634,46.7451757,,,,,,
Unnamed,tourism,apartment,24.7027726,46.8177578,,,,,,
Unnamed,tourism,apartment,24.6969422,46.812264,,,,,,
Unnamed,tourism,viewpoint,24.6592251,46.6099147,,,,,,
Crowne Plaza Riyadh,tourism,hotel,24.7385543,46.6355009,,,,,,
0,tourism,apartment,24.8159519,46.8773173,,,,,,
منتجع الريف,tourism,chalet,24.7540588,46.4348902,,,,,,
دا الرسيل للوحدات السكنية المفروشة,tourism,hotel,24.59901,46.75522,,,,,,
اوراد رويال للشقق المفروشة,tourism,hotel,24.79916,46.79658,,,,,,
قلعة الجوينا للوحدات السكنية المفروشة,tourism,hotel,24.7239074,46.7673638,,,,,,
فندق جامعة نايف,tourism,hotel,24.78981,46.86342,,,,,,
hotel latifa ,tourism,hotel,24.636693,46.7116638,,,,,,
latifa chaleet ,tourism,chalet,24.6365492,46.7122914,,,,,,
بودل,tourism,hotel,24.81071,46.6473338,,,,,,
Yaqout resort and chalet,tourism,chalet,24.9142687,46.7806615,,,,,,
Unnamed,tourism,information,24.8192433,46.6970485,,,,,,
Unnamed,tourism,artwork,24.8374769,46.7220061,,,,,,
SDS,tourism,artwork,24.858407,46.7115348,,,,,,
Unnamed,tourism,artwork,24.8756853,46.5673255,,,,,,
الفرحان للاجنحة الفندقية,tourism,apartment,24.6876063,46.7997793,,الأمير سعد بن عبدالرحمن الأول,,,,
عماره السبيعي,tourism,apartment,24.5886432,46.7396947,,وادي الأعساف,,,,
عماره السبيعي,tourism,apartment,24.595052,46.739863,,وادي الأعشاب,0532578699,,,
أبراج طويق للشقق المفروشة,tourism,hotel,24.6392496,46.5531914,,شارع حلب,,,,
شقق لؤلؤة أشبيلية 3,tourism,apartment,24.7926953,46.7955151,,شارع قلعة الفسطاط,,,24/7,
القصر الأحمر,tourism,museum,24.6428435,46.709801,,,,,,
Unnamed,tourism,apartment,24.8525525,46.6570805,,Al Fadhael,,,,
Rand by Wandalus Hotel,tourism,hotel,24.7066724,46.6872491,,شارع موسي بن نصير,,,,Wandalus Hotels
Malaz restaurant,tourism,hotel,24.6782598,46.7278361,,,,,,
Hilton Garden Inn Riyadh Financial District,tourism,hotel,24.7649617,46.6548815,,"Northern Ring Road, Al Ghadir 3606",+966 11 505 1010,https://www.hilton.com/en/hotels/ruhskgi-hilton-garden-inn-riyadh-financial-district/?WT.mc_id=zMDEC0SA1GI2NaturalSearch3Google_LGHotelListing4DGGeneric_5LocalSearch6RUHSKGI7EN8i98626,,Hilton Garden Inn
Unnamed,tourism,artwork,24.9165051,46.4553691,,,,,,
Unnamed,tourism,artwork,24.8959694,46.4480094,,,,,,
Unnamed,tourism,information,24.8767959,46.725833,,,,,,
Unnamed,tourism,information,24.8735093,46.7268964,,,,,,
Unnamed,tourism,information,24.9253248,46.7186426,,,,,,
Unnamed,tourism,information,24.9231213,46.7200164,,,,,,
Unnamed,tourism,information,24.9256541,46.7195408,,,,,,
Unnamed,tourism,information,24.9238676,46.7206478,,,,,,
KSU Hostel,tourism,hostel,24.7086481,46.7449965,,,,,,
ARA 4 Camp,tourism,apartment,24.5602247,46.8722856,,,,,,
Unnamed,tourism,hotel,24.7709037,46.7682229,,"King Abdullah Road, Alfdoul Street, King Faisal District",+966 11 2256555,https://riyadh.goldentulip.com/,,
DoubleTree by Hilton Riyadh Financial District Hotel & Suites,tourism,hotel,24.7648666,46.6547368,,الدائري الشمالي 3606,+966 11 505 1020,https://www.hilton.com/en/hotels/ruhfddi-doubletree-riyadh-financial-district/,,DoubleTree
Mövenpick Hotel and Residences Riyadh,tourism,hotel,24.7639917,46.653144,,Northern Ring Rd 3416,,,,Mövenpick
روز بارك للواحدات السكنية,tourism,apartment,24.8003007,46.7308266,,,,,,
لودا للشق المخدومة,tourism,apartment,24.8008381,46.7305449,,,,,,
كاتارا للشقق المخدومة 2,tourism,hotel,24.8009037,46.7300941,,,,,,
سرايا قرطبة للوحدات السكنية,tourism,apartment,24.7989002,46.7310412,,,,,,
Unnamed,tourism,artwork,24.9642137,46.7320751,,,,,,
Unnamed,tourism,information,24.9117208,46.9295858,,,,,,
Unnamed,tourism,attraction,24.9453262,46.9785641,,,,,,
الماجدية61,tourism,apartment,24.7717828,46.6953487,,الحسين بن علي,,,,
الماجدية61,tourism,apartment,24.7718711,46.6952731,,الحسين بن علي,,,,
Unnamed,tourism,picnic_site,24.7922543,46.6520806,,,,,,
Art View Hotel,tourism,hotel,24.7529512,46.7225596,,,,,,
The Palace Museum,tourism,museum,24.6584815,46.6702334,,,,,,
Palace wall,tourism,attraction,24.6588025,46.629064,,,,,,
Palace wall,tourism,attraction,24.6571682,46.6289854,,,,,,
Centro Waha,tourism,hotel,24.7560245,46.6533231,,Al Olaya 11564,,,,Hotel
Unnamed,tourism,viewpoint,24.6759211,46.6116314,,,,,,
Unnamed,tourism,viewpoint,24.6752431,46.6176947,,,,,,
Unnamed,tourism,attraction,25.0078232,46.6066403,,,,,,
waw hotel suites,tourism,hotel,24.7479083,46.710548,أجنحة واو الفندقية,,,,,
Al khariah Apartment,tourism,apartment,24.6917811,46.6843404,,,,,,
Unnamed,tourism,apartment,24.9273809,46.6099777,,smasco,,,,
فندق جلوريا إن,tourism,hotel,24.6308271,46.71705,,,,https://www.gloriainn.sa/en,,
ونترلاند,tourism,theme_park,24.8007921,46.5785253,,,,,,
Grand Plaza Hotel,tourism,hotel,24.6847672,46.7185038,,الملك عبدالعزيز 8235,,https://www.booking.com/hotel/sa/grand-plaza-gulf.html,24/7,
"Radisson Blu Hotel, Riyadh Convention & Exhibition Center",tourism,hotel,24.7523077,46.7250531,,,,https://www.radissonhotels.com/en-us/hotels/radisson-blu-riyadh-convention-center,,Radisson Blu
Unnamed,tourism,artwork,24.8414593,46.7333812,,,,,,
Lost and Found,tourism,information,24.7692903,46.6042041,,,,,,
Globe,tourism,artwork,24.7676969,46.6045891,,,,,,
ممشى اللؤلؤة,tourism,theme_park,24.5740207,46.7583558,,,,,,
Unnamed,tourism,information,24.9121189,46.7215315,,,,,,
Unnamed,tourism,information,24.9176976,46.7239169,,,,,,
Unnamed,tourism,information,24.9209064,46.722527,,,,,,
Unnamed,tourism,information,24.9197763,46.7221001,,,,,,
Unnamed,tourism,information,24.9146642,46.7239154,,,,,,
Unnamed,tourism,information,24.8926566,46.7141414,,,,,,
Unnamed,tourism,information,24.8933574,46.7153377,,,,,,
St.Regis,tourism,hotel,24.6664186,46.6261311,,,,,,
Sala Chalet,tourism,hotel,24.869556,46.8335898,,,,,,
شقق فاخرة التخصصي,tourism,hotel,24.686132,46.6753644,,طريق التخصصي,,,,
"Vivienda Hotel Villas, Diplomatic Quarters",tourism,hotel,24.6831122,46.6312089,,"Dareen Street, Diplomatic Quarters",+966 53 1666333,https://vivienda.com.sa/en/destinations/riyadh/diplomatic-quarter/,,
Unnamed,tourism,attraction,24.7758177,46.7390602,,,,,,
فندق ميركيور العنود,tourism,hotel,24.6640945,46.701478,,البلسم 3298,+996 11 827 7899,https://all.accor.com/,,
Traditional Architecture Museum,tourism,museum,24.733609,46.5738151,,,,,,
Ibrahim bin Saud Palace,tourism,information,24.7333603,46.5742826,,,,,,
Ibrahim bin Saud Palace,tourism,information,24.7339848,46.5746468,,,,,,
Atturaif Souk,tourism,information,24.7341507,46.5742432,,,,,,
Atturaif Souk,tourism,information,24.7340038,46.5744921,,,,,,
Unnamed,tourism,viewpoint,24.73429,46.5751415,,,,,,
فندق ارفاد,tourism,hotel,24.787683,46.6600594,,,,https://enala.sa/hotel/erfad,,
Courtyard Riyadh Olaya,tourism,hotel,24.7022186,46.678603,,شارع موسي بن نصير 2759 Olaya,,,,
Rayhanah Oasis,tourism,apartment,24.6890044,46.7276781,,شارع زيد بن ثابت 2465,,,,
فندق دايموند Diamond Hotel,tourism,hotel,24.8053248,46.657053,,طريق الثمامة,+966112701423,,,
سويت هوم اجنحه فندقيه,tourism,hotel,24.6294231,46.5660882,,Taiba,0096650 947 6601,,,
Sands Inn Hostel,tourism,hostel,24.6657892,46.7063234,,Um Al Siba'a,+966 50 937 0728,https://www.sandsinnhostel.com/,24/7,
مكين ٥٢,tourism,apartment,24.8865624,46.625987,,شارع رخي العنبري RRRC8095,,,,
Home,tourism,hostel,24.7400114,46.7703189,,الأمير فهد بن جلوي 7454,,,,
RHSA3248,tourism,apartment,24.7076334,46.7115057,,جلاجل RHSA3248,,,,
"executives hotel, Azizia",tourism,hotel,24.5960774,46.7454766,,,,,,
Carawan Al Fahad Hotel,tourism,hotel,24.710709,46.6706252,,11565 Olaya St,+966 56 275 2931,http://carawan-alfahad.com,,
ملاهي الخيمة,tourism,theme_park,24.7249219,46.67975,,,,,,
Riyadh Marriott,tourism,hotel,24.6858962,46.7125375,,Al Ma'ather Street,+966 1 4779300,,,
White Palace Hotel,tourism,hotel,24.687374,46.7188117,,,,,,
Crowne Plaza - Minhal,tourism,hotel,24.6895959,46.7173114,,,,,,Crowne Plaza
فندق وأبراج شيراتون الرياض,tourism,hotel,24.7273382,46.6653544,,,,,,Sheraton
Radisson Blu (SAS),tourism,hotel,24.670729,46.7192443,,,,,,Radisson Blu
فندق السفينة الذهبية,tourism,hotel,24.786327,46.7310621,,,,,,
Al Khozama Hotel,tourism,hotel,24.6918013,46.6854776,,,,,,
ريتز كارلتون,tourism,hotel,24.665826,46.6308188,,,,,,
Unnamed,tourism,museum,24.6233585,46.6711455,,,,,,
فيرمونت الرياض,tourism,hotel,24.8085111,46.7176818,,,,,,
Unnamed,tourism,hotel,24.7271482,46.690767,,,,,,
Unnamed,tourism,artwork,24.7249705,46.7099193,,,,,,
Unnamed,tourism,artwork,24.7256898,46.7090742,,,,,,
Unnamed,tourism,artwork,24.7260614,46.7079966,,,,,,
Unnamed,tourism,artwork,24.7269427,46.7079638,,,,,,
Unnamed,tourism,artwork,24.7279685,46.7105729,,,,,,
Unnamed,tourism,artwork,24.7265779,46.7109333,,,,,,
Unnamed,tourism,artwork,24.7253659,46.7113975,,,,,,
Dir'iyah Palace,tourism,hotel,24.6632041,46.6278291,,,,,,
Unnamed,tourism,museum,24.697373,46.863085,,,,,,
Hilton Riyadh Hotel & Residences,tourism,hotel,24.7851974,46.7281863,,طريق الدائري الشرقي 6623,+966-11-2346666,https://www.hilton.com/en/hotels/ruhchhi-hilton-riyadh-hotel-and-residences,,Hilton
Compound,tourism,hotel,24.7877786,46.7133589,,,,,,
Compund,tourism,hotel,24.7865538,46.7104615,,,,,,
Hilton Garden Inn,tourism,hotel,24.677069,46.6941085,,,,,,Hilton Garden Inn
قصر التوت,tourism,hotel,24.6473873,46.714386,,,,,,
Unnamed,tourism,chalet,24.8527577,46.8067181,,,,,,
