Name,Type,Subtype,Latitude,Longitude,Arabic Name,Address,Phone,Website,Hours,Brand
البنك السعودي الفرنسي,amenity,bank,24.7119855,46.6965436,البنك السعودي الفرنسي,,,,,البنك السعودي الفرنسي
Aqaria Parking,amenity,parking,24.7054552,46.6838636,,,,,,
Shawerma House,amenity,restaurant,24.7085594,46.6874735,,,,,,
ماكدونالدز,amenity,fast_food,24.7132672,46.6735034,ماكدونالدز,,,,,ماكدونالدز
Coffee hill cafe,amenity,cafe,24.7246035,46.6818599,,Sheikh Abdullah Al Angari Street,,,,
Inmaa Bank,amenity,atm,24.717407,46.681231,,,,,,
Alshablan Medical Center,amenity,clinic,24.7165614,46.6815365,,,+966114606600,,,
Mosque,amenity,place_of_worship,24.7193744,46.6767386,,,,,,
Unnamed,amenity,school,24.7194036,46.6791419,,,,,,
Unnamed,amenity,atm,24.7138192,46.6753546,,,,,,
Unnamed,amenity,bank,24.719501,46.6725007,,,,,,
Unnamed,amenity,pharmacy,24.6899388,46.6873923,,,,,,
Unnamed,amenity,fast_food,24.6900265,46.6863838,,,,,,
Kudu,amenity,restaurant,24.6898413,46.6864482,,,,,,
Urth Caffe,amenity,cafe,24.6896464,46.6863087,إيرث كافيه,,+966 9200 07498,https://www.urthcaffe.sa/welcome/index,"Fr 13:00-24:00; Mo-Th,Sa-Su 08:00-24:00",
Al Sulaimaniah Police Station,amenity,police,24.7068017,46.6998056,,,,,,
Hashim Restaurant,amenity,restaurant,24.7062361,46.6993868,,,,,,
ماكدونالدز,amenity,fast_food,24.696811,46.7037431,ماكدونالدز,,,,,ماكدونالدز
Al Maathar Fire Station,amenity,fire_station,24.6725666,46.6925207,,,,,,
Unnamed,amenity,restaurant,24.7072014,46.6901711,,,,,,
Al Malaz,amenity,police,24.6745019,46.7271481,,,,,,
Wooden Bakery,amenity,restaurant,24.6940126,46.7226448,,,,,,
المستشفي الوطني,amenity,hospital,24.6793946,46.7270653,المستشفي الوطني,,920004585,,,
Unnamed,amenity,car_rental,24.705472,46.717385,,,,,,
Krispy Kreme,amenity,cafe,24.7375342,46.7976946,,,,,,
Burger King,amenity,fast_food,24.7373198,46.7973512,,,,,,Burger King
Unnamed,amenity,restaurant,24.7377291,46.7976087,,,,,,
Khurais Plaza,amenity,parking,24.7371444,46.7971581,,,,,,
Krispy Creme,amenity,cafe,24.7233164,46.7748207,,,,,,
Kudu,amenity,fast_food,24.710519,46.693732,,,,,,
Al Rajhi,amenity,atm,24.710758,46.693449,,,,,,
Riyad Bank,amenity,bank,24.7106101,46.6927665,,,,https://www.riyadbank.com/,,
مطعم باب توما,amenity,restaurant,24.710645,46.693098,,,,,,
Burger King,amenity,fast_food,24.7297602,46.7873048,,,,,,Burger King
بيتزا هت,amenity,fast_food,24.7329056,46.6779552,,,,,,
Unnamed,amenity,parking,24.7063096,46.6880356,,,,,,
Unnamed,amenity,restaurant,24.6989019,46.6886304,,,,,,
Tahliya Fire Station,amenity,fire_station,24.7052994,46.7036012,,,,,,
Roma Restaurant,amenity,restaurant,24.703405,46.6820536,,,,,,
بيتزا هت,amenity,restaurant,24.7052277,46.6854976,,,,,"Mo-Su 00:00-02:00,11:00-24:00",
Makani,amenity,restaurant,24.7099548,46.6911624,,,,,,
Lebanon Al Kabeer,amenity,restaurant,24.7104422,46.6924391,,,,,,
Indonesian,amenity,restaurant,24.7098964,46.6909907,,,,,,
Unnamed,amenity,cafe,24.6950711,46.6823647,,,,,,
The Pizza Company,amenity,restaurant,24.7026567,46.6799824,,,,,,
Unnamed,amenity,parking,24.7010463,46.6803263,,,,,,
Chinese Golden Palace,amenity,restaurant,24.7034733,46.6813777,,,,,,
Gulf Royal Chinese Restaurant,amenity,restaurant,24.7028885,46.6811631,,,,,,
Unnamed,amenity,restaurant,24.6950224,46.6821823,,,,,,
Unnamed,amenity,parking,24.6969719,46.7028675,,,,,,
Starbucks,amenity,cafe,24.6930778,46.6948692,,,,,,
Unnamed,amenity,restaurant,24.7002665,46.6916452,,,,,,
Unnamed,amenity,parking,24.6943205,46.6697369,,,,,,
Unnamed,amenity,parking,24.6907041,46.6686318,,,,,,
Urth Caffe,amenity,cafe,24.6922053,46.6709063,إيرث كافيه,,+966 9200 07498,https://www.urthcaffe.sa/welcome/index,"Fr 13:00-24:00; Mo-Th,Sa-Su 08:00-24:00",
مقهى التحلية,amenity,cafe,24.7025498,46.6973556,,الأمير محمد بن عبدالعزيز 4240,+966580694203,,24/7,
Unnamed,amenity,restaurant,24.7023914,46.6968701,,,,,,
Al Ray Mosque,amenity,place_of_worship,24.6968939,46.6867636,,,,,,
Kudu,amenity,fast_food,24.6920006,46.6710029,,,,,,
Unnamed,amenity,restaurant,24.6917861,46.6708849,,,,,,
Al Rayah School,amenity,school,24.7085124,46.709455,,,,,,
Steak House,amenity,restaurant,24.6937435,46.6977074,,,,,,
Unnamed,amenity,cafe,24.6984321,46.6893818,,,,,,
Unnamed,amenity,restaurant,24.6976718,46.6875901,,,,,,
Unnamed,amenity,restaurant,24.6983833,46.6873862,,,,,,
Unnamed,amenity,parking,24.6988999,46.6876008,,,,,,
Unnamed,amenity,parking,24.7013952,46.6919031,,,,,,
Unnamed,amenity,school,24.6950302,46.6951003,,,,,,
Unnamed,amenity,school,24.7017949,46.6912164,,,,,,
Chinese restaurant,amenity,restaurant,24.6941334,46.6852727,,,,,,
Unnamed,amenity,fuel,24.6882067,46.6873862,,,,,,
Pizza Hut,amenity,restaurant,24.6878167,46.6878047,,,,,,
Unnamed,amenity,restaurant,24.6656669,46.699821,,,,,,
Unnamed,amenity,parking,24.6663222,46.7083431,,,,,,
Unnamed,amenity,fuel,24.6695278,46.7064728,,,,,,
Unnamed,amenity,fuel,24.6671684,46.7010441,,,,,,
Secondary School,amenity,school,24.658559,46.7429831,,,,,,
High School,amenity,school,24.6586077,46.744013,,,,,,
Unnamed,amenity,restaurant,24.6552535,46.7440452,,,,,,
Unnamed,amenity,restaurant,24.6945233,46.7322113,,,,,,
Elementary School,amenity,school,24.6579447,46.7430045,,,,,,
Unnamed,amenity,parking,24.6896981,46.7163756,,,,,,
Unnamed,amenity,post_office,24.6476867,46.7371895,,,,,,
Unnamed,amenity,parking,24.6771908,46.7229523,,,,,,
McDonald's,amenity,fast_food,24.68678,46.733841,,,,,,McDonald's
د.كيف,amenity,cafe,24.6926207,46.7324952,د.كيف,,,,,د.كيف
مسجد جامع,amenity,place_of_worship,24.6652848,46.7343406,,,,,,
Unnamed,amenity,place_of_worship,24.6562853,46.7370228,,,,,,
Unnamed,amenity,parking,24.6604098,46.7204789,,,,,,
Unnamed,amenity,parking,24.6823558,46.6884319,,,,,,
Al Rawabi Mosque,amenity,place_of_worship,24.699547,46.782971,,,,,,
Al Rayan Mosque,amenity,place_of_worship,24.7024224,46.7773491,,,,,,
Girls Secondary School 77,amenity,school,24.7015062,46.7771667,,,,,,
School 281 - Girls,amenity,school,24.7010773,46.7766732,,,,,,
Unnamed,amenity,place_of_worship,24.6968762,46.7814046,,,,,,
Al Rabe'a,amenity,restaurant,24.6975196,46.7805034,,,,,,
Al Rayan Mosque,amenity,place_of_worship,24.7015062,46.7740553,,,,,,
Al Yamamah Restaurant,amenity,restaurant,24.7159663,46.7918184,,,,,,
Unnamed,amenity,place_of_worship,24.7089714,46.7871408,,,,,,
جامع القدس,amenity,place_of_worship,24.6983764,46.7858855,,,,,,
Unnamed,amenity,parking,24.7352211,46.6638207,,,,,,
Unnamed,amenity,parking,24.7452258,46.6582826,,,,,,
Unnamed,amenity,parking,24.7544357,46.6540574,,,,,,
Nift,amenity,fuel,24.6903982,46.6883683,,,,,,
Krispy Kreme,amenity,fast_food,24.7676074,46.759626,,,,,,Krispy Kreme
Unnamed,amenity,bank,24.7681237,46.7593685,,,,,,
Seatle's Best,amenity,cafe,24.7672177,46.7557637,,,,,,
Unnamed,amenity,parking,24.7649284,46.7473415,,,,,,
الدريس,amenity,fuel,24.7713093,46.7806653,الدريس,,,,,ALDREES
Unnamed,amenity,fuel,24.7597162,46.7883364,,,,,,
Unnamed,amenity,fuel,24.7571831,46.7902783,,,,,,
Unnamed,amenity,fuel,24.7474595,46.7974452,,,,,,
Al Kurdi,amenity,pharmacy,24.728094,46.689993,,,,,,
المفتاح,amenity,car_rental,24.727699,46.689261,,,,,,
Unnamed,amenity,parking,24.7414836,46.7672225,,,,,,
Unnamed,amenity,place_of_worship,24.739067,46.7682954,,,,,,
Ibn Hajar Boys School,amenity,school,24.7370402,46.7681989,,,,,,
Unnamed,amenity,place_of_worship,24.7326065,46.7709669,,,,,,
Donut House,amenity,cafe,24.7119322,46.6751475,,,,,,
Planet Hollywood,amenity,restaurant,24.7116691,46.6752226,,,,,,
Shanghai Express,amenity,restaurant,24.7121272,46.6750938,,,,,,
Aladdin,amenity,restaurant,24.7117763,46.6750402,,,,,,
Kudu,amenity,fast_food,24.7008015,46.6767139,,,,,,
Domino's Pizza,amenity,fast_food,24.7009672,46.6765959,,,,,,
Kany Restaurant,amenity,restaurant,24.7008307,46.6770358,,,,,,
Unnamed,amenity,parking,24.7002459,46.6793532,,,,,,
Unnamed,amenity,parking,24.701435,46.6767783,,,,,,
Pizza Inn,amenity,fast_food,24.7008989,46.676671,,,,,,
Burger King,amenity,fast_food,24.7007004,46.6785082,,,,,,Burger King
Kudu,amenity,fast_food,24.6987643,46.6901893,,,,,,
Unnamed,amenity,fuel,24.694159,46.7018658,,,,,,
Unnamed,amenity,car_wash,24.723573,46.797314,,,,,,
Unnamed,amenity,pharmacy,24.724562,46.794351,,,,,,
Al Sadhan Parking,amenity,parking,24.7278261,46.7856754,,,,,,
Burger King,amenity,fast_food,24.7233725,46.7750539,,,,,,Burger King
Upper parking,amenity,parking,24.7241521,46.7749144,,,,,,
Basement parking,amenity,parking,24.7241619,46.7759015,,,,,,
Al Nokhba Pharmacy,amenity,pharmacy,24.699569,46.6901493,,,,,,
Family Basket,amenity,pharmacy,24.696217,46.702835,,,,,,
الدريس,amenity,fuel,24.6581079,46.7357501,,,,,,
البريد السعودي المركز الرئيسي,amenity,post_box,24.6508435,46.7164168,البريد السعودي المركز الرئيسي,,,,,
Unnamed,amenity,parking,24.5981345,46.7458401,,,,,,
Al Rajhi ATM,amenity,atm,24.7082652,46.6869378,,,,,,
Car wash Center,amenity,car_wash,24.7088109,46.6867823,,,,,,
Unnamed,amenity,car_wash,24.7342322,46.7947197,,Khurais Road,,,,
Unnamed,amenity,cafe,24.7019443,46.691637,,,,,,
Fish & Chips,amenity,fast_food,24.7006869,46.6928923,,Tahliya St.,,,,
Finzione,amenity,restaurant,24.7044347,46.7016953,,,,,,
Barbecue Nation,amenity,restaurant,24.7045947,46.7018562,,,,,,
Unnamed,amenity,atm,24.7005651,46.6782635,,,,,,
Reyash,amenity,restaurant,24.7045029,46.7019314,,,,,,
Eternal Smile Clinic,amenity,dentist,24.7008039,46.6920501,,,,,,
McDonald's,amenity,fast_food,24.7118957,46.6973019,,,,,,McDonald's
Saadiddin Restaurant,amenity,restaurant,24.725446,46.778086,,Khurais Road,,,,
Hardees,amenity,fast_food,24.724666,46.778862,,Khurais Road,,,,
Riyad Bank,amenity,bank,24.724837,46.779142,,Khurais Road,,https://www.riyadbank.com/,,
Forchetta Italian Grill,amenity,restaurant,24.724413,46.778962,,,,,,
Krispy Kreme,amenity,cafe,24.724476,46.77885,,,,,,
Unnamed,amenity,fuel,24.7639496,46.7851228,,,,,,
NCB,amenity,bank,24.7253449,46.7799675,,Khurais Road,,,,
بنك الرياض,amenity,atm,24.7374381,46.7972571,بنك الرياض,,,,,بنك الرياض
Cinnabon,amenity,fast_food,24.7375941,46.7978042,,,,,,Cinnabon
Unnamed,amenity,bank,24.737292,46.7971981,,,,,,
Seatle's Best,amenity,cafe,24.7375307,46.7973375,,,,,,
Unnamed,amenity,toilets,24.7377889,46.7980349,,,,,,
Unnamed,amenity,atm,24.7373358,46.7974555,,,,,,
Unnamed,amenity,hospital,24.68704,46.7972478,,,,,,
Unnamed,amenity,restaurant,24.685461,46.6256224,,,,,,
الدفاع المدني بحي السفارات,amenity,fire_station,24.6861441,46.6283787,,,,,,
Unnamed,amenity,cafe,24.6820107,46.6234005,,,,,,
Kudu,amenity,fast_food,24.6821702,46.6235951,,,,,,
Unnamed,amenity,place_of_worship,24.5868388,46.6808432,,,,,,
السعدي,amenity,fuel,24.5854624,46.6852495,,,,,,
Unnamed,amenity,school,24.5843405,46.6761515,,,,,,
Unnamed,amenity,place_of_worship,24.5863405,46.682975,,,,,,
Unnamed,amenity,place_of_worship,24.5880583,46.6774833,,,,,,
Unnamed,amenity,parking,24.5852788,46.6835504,,,,,,
Unnamed,amenity,school,24.5847227,46.6764587,,,,,,
Unnamed,amenity,school,24.5844593,46.6766518,,,,,,
Unnamed,amenity,fuel,24.5841017,46.6907862,,,,,,
الجزيرة,amenity,atm,24.5855986,46.6835203,,,,,,
Alrajhi,amenity,atm,24.5863906,46.6801158,الراجحي,,,,,
الاهلي,amenity,atm,24.5855249,46.6853994,,,,,,
Java Cafe,amenity,cafe,24.6883445,46.7185334,,,,,,
Al Kafoura Rest. & Sweets,amenity,restaurant,24.68434,46.718445,,,,,,
Unnamed,amenity,taxi,24.6862968,46.7119257,,,,,,
سهل,amenity,fuel,24.7602927,46.8343225,سهل,,,,,Sahel
SABB Bank,amenity,bank,24.7227413,46.7760259,,,,,,
McDonald's,amenity,fast_food,24.7430676,46.8084664,,,,,,McDonald's
Gulf,amenity,fuel,24.7051338,46.747476,,,,,,Gulf
Sasco Gas Station,amenity,fuel,24.7426644,46.7524693,,,,,,
Unnamed,amenity,fuel,24.7366855,46.751181,,,,,,
Unnamed,amenity,atm,24.7527196,46.7430842,,,,,,
Unnamed,amenity,fuel,24.7329987,46.7530033,,,,,,
Unnamed,amenity,fuel,24.7527411,46.7431765,,,,,,
Unnamed,amenity,school,24.777276,46.7352184,,,,,,
مستشفى أستر سند,amenity,hospital,24.77919,46.7395065,مستشفى أستر سند,Imam Saud Bin Abdulaziz Bin Mohammed Rd - Al Hamra Dist 2917,0112407778,http://www.sanadhospital.com,24/7,
Al Hudaithy Mosque,amenity,place_of_worship,24.7601498,46.7376753,,,,,,
Unnamed,amenity,place_of_worship,24.7798671,46.7419024,,,,,,
Unnamed,amenity,place_of_worship,24.7810847,46.744767,,,,,,
Unnamed,amenity,school,24.584421,46.771909,,,,,,
Unnamed,amenity,fuel,24.8546327,46.8660007,,,,,,
أدنوك,amenity,fuel,24.8964866,46.9077408,أدنوك,,,,,أدنوك
KFC,amenity,fast_food,24.7420354,46.8069711,,,,,,KFC
Domino's,amenity,fast_food,24.6879164,46.7246219,,,,,,Domino's
Al Nafoura Rest. & Sweets,amenity,restaurant,24.6884918,46.7238554,,,,,,
Al Shurfa Cafe & Restaurant,amenity,cafe,24.7036329,46.743159,,شارع خريص,0114455544,https://shurfa.com/,Mo-Su 10:00-23:55,
Theeb Rent-a-Car,amenity,car_rental,24.7211122,46.7590988,,,,,,
Carwah Rent-a-Car,amenity,car_rental,24.7053493,46.7477901,,,,,,
Unnamed,amenity,car_rental,24.699517,46.7372887,,,,,,
Unnamed,amenity,fuel,24.6936072,46.7217688,,,,,,
البنك السعودي الفرنسي,amenity,bank,24.7474841,46.7119682,البنك السعودي الفرنسي,,,,,البنك السعودي الفرنسي
Unnamed,amenity,fuel,24.6932998,46.7240375,,,,,,
Cafe Coffee,amenity,cafe,24.7545012,46.7423114,,,,,,
Al Rahji Banmk,amenity,bank,24.7046397,46.746708,,,,,,
بدجت لتأجير السيارات,amenity,car_rental,24.7492731,46.7449929,,,,,,
Unnamed,amenity,place_of_worship,24.6936516,46.7220749,,,,,,
Hertz Car Rental,amenity,car_rental,24.6987883,46.7359336,,,,,,
Unnamed,amenity,place_of_worship,24.7446955,46.5808074,,,,,,
Unnamed,amenity,cafe,24.6938,46.812976,,,,,,
ماكدونالدز,amenity,fast_food,24.7997785,46.7409664,,,,,,McDonald's
McDonald's,amenity,fast_food,24.7765118,46.7287145,,,,,,McDonald's
Riyad Bank,amenity,bank,24.7254054,46.7554509,,,,,,
Sara Rentacar,amenity,car_rental,24.7002113,46.7383421,,,,,,
Crown Plaza hotel Riyadh,amenity,restaurant,24.6897441,46.7173539,,,,,,
Saudi Council of Engineers,amenity,office,24.800205,46.7386779,,,,,,
Unnamed,amenity,bank,24.8001466,46.7385009,,,,,,
جامعة الملك سعود,amenity,college,24.7170995,46.6193973,جامعة الملك سعود,,,,,
Unnamed,amenity,cafe,24.865811,46.9458503,,,,,,
Unnamed,amenity,toilets,24.8279585,46.9705695,,,,,,
Unnamed,amenity,hospital,24.820636,46.9211311,,,,,,
Unnamed,amenity,place_of_worship,24.84011,46.9611282,,,,,,
Quattro,amenity,restaurant,24.7112433,46.6732363,,,,,,
دلة,amenity,hospital,24.7468295,46.6521263,دلة,عبدالرحمن الرافعي,,,,
Unnamed,amenity,parking,24.577566,46.8617298,,,,,,
Unnamed,amenity,parking,24.5777709,46.8603243,,,,,,
Unnamed,amenity,parking,24.5819765,46.8665476,,,,,,
Unnamed,amenity,post_box,24.5823174,46.8663539,,,,,,
Unnamed,amenity,fire_station,24.5832443,46.864927,,,,,,
Unnamed,amenity,hospital,24.5833126,46.864015,,,,,,
Unnamed,amenity,bank,24.5762148,46.8618298,,,,,,
Unnamed,amenity,bank,24.5780393,46.8626666,,,,,,
ديري كوين,amenity,fast_food,24.7007697,46.6923201,,,,,,
هرفي,amenity,fast_food,24.6756062,46.6751345,هرفي,,,,,هرفي
Unnamed,amenity,parking,24.6759279,46.6759606,,,,,,
Unnamed,amenity,parking,24.6759474,46.6772159,,,,,,
Junk Souq,amenity,marketplace,24.6012352,46.7311919,,,,,,
Unnamed,amenity,parking,24.600806,46.7252696,,,,,,
Unnamed,amenity,parking,24.6305663,46.715117,,,,,,
Unnamed,amenity,parking,24.7788978,46.7334877,,,,,,
Unnamed,amenity,parking,24.7835937,46.7286617,,,,,,
Unnamed,amenity,parking,24.6834963,46.7760704,,,,,,
Unnamed,amenity,parking,24.7837343,46.7313979,,,,,,
Unnamed,amenity,parking,24.6586283,46.7841959,,,,,,
سجن الملز,amenity,prison,24.6834753,46.7376583,,,,,,
Yamal Asham,amenity,restaurant,24.6894742,46.700071,,,,,,
ماما نورة,amenity,fast_food,24.6915798,46.7017661,,عبد العزيز بن مساعد بن جلوي,,,,
French Corner,amenity,restaurant,24.6925351,46.7019271,,,,,,
Unnamed,amenity,parking,24.7472759,46.8557065,,,,,,
Unnamed,amenity,parking,24.751672,46.8560549,,,,,,
Unnamed,amenity,parking,24.7519281,46.8589096,,,,,,
Unnamed,amenity,parking,24.753334,46.8587419,,,,,,
Italian,amenity,restaurant,24.7707353,46.6720081,,,,,,
Buffalo,amenity,restaurant,24.7017399,46.6951667,,,,,,
Unnamed,amenity,parking_entrance,24.7153033,46.6158974,,,,,,
Unnamed,amenity,parking_entrance,24.7153049,46.6156918,,,,,,
Unnamed,amenity,parking_entrance,24.715296,46.6168343,,,,,,
Al Araby Bank ATM,amenity,atm,24.6861531,46.6892445,,,,,,
international indian school,amenity,school,24.751234,46.8138931,,,,,,
Unnamed,amenity,place_of_worship,24.7527832,46.8120048,,,,,,
Unnamed,amenity,fuel,24.7499787,46.8202533,,,,,,
Unnamed,amenity,fuel,24.7472408,46.8156936,,,,,,
Unnamed,amenity,atm,24.7473577,46.8155005,,,,,,
Unnamed,amenity,fuel,24.7520053,46.8192341,,,,,,
Unnamed,amenity,atm,24.7521417,46.8189873,,,,,,
Unnamed,amenity,parking,24.6789209,46.6862365,,,,,,
Unnamed,amenity,parking,24.9660861,46.7963382,,,,,,
Unnamed,amenity,parking,24.9664752,46.7973359,,,,,,
Unnamed,amenity,parking,24.9670198,46.7951365,,,,,,
Unnamed,amenity,parking,24.9597882,46.794981,,,,,,
Unnamed,amenity,parking,24.9654053,46.7912527,,,,,,
Unnamed,amenity,parking,24.7404541,46.8906583,,,,,,
Unnamed,amenity,parking,24.7422202,46.8905162,,,,,,
Unnamed,amenity,parking,24.7415381,46.891699,,,,,,
Unnamed,amenity,parking,24.7406758,46.8964868,,,,,,
Vapiano,amenity,restaurant,24.6988545,46.6907787,,,,,,
مطعم هرفي,amenity,restaurant,24.7310396,46.7625149,,,,https://www.herfy.com/index.php?lang=ar,,
Malaz Zoo Fountain,amenity,fountain,24.6770432,46.7373012,,,,,,
Unnamed,amenity,fuel,24.8427619,46.7527787,,,,,,
Kudu,amenity,fast_food,24.848512,46.7641784,,,,,,
Unnamed,amenity,place_of_worship,24.5480967,46.6900915,,,,,,
Unnamed,amenity,place_of_worship,24.5558998,46.6939054,,,,,,
Unnamed,amenity,place_of_worship,24.5552049,46.6963154,,,,,,
Unnamed,amenity,place_of_worship,24.5457138,46.7036134,,,,,,
Unnamed,amenity,place_of_worship,24.5545722,46.7039149,,,,,,
Unnamed,amenity,place_of_worship,24.5516035,46.7064786,,,,,,
Unnamed,amenity,place_of_worship,24.5639438,46.7066148,,,,,,
Unnamed,amenity,place_of_worship,24.5604137,46.6876727,,,,,,
Unnamed,amenity,place_of_worship,24.7901549,46.6971965,,,,,,
Subway,amenity,fast_food,24.6898109,46.6866028,,,,,,Subway
Pizza Fusion,amenity,restaurant,24.6936617,46.6974285,,,,,,
Darbar Restaurant,amenity,restaurant,24.6833024,46.6885331,,,,,,
Lucky Cafe,amenity,restaurant,24.6830044,46.6892504,,,,,,
مصرف الراجحي,amenity,atm,24.5873898,46.6676411,,,,,,
صيدلية أطلس,amenity,pharmacy,24.5867818,46.6665784,,,,,,
بر وسمن,amenity,restaurant,24.5867466,46.6673033,,,,,,
Al Khozana - Garden BBQ,amenity,restaurant,24.6914913,46.6854179,,,,,,
Subway,amenity,fast_food,24.6912903,46.7106915,,,,,,Subway
Abdel Wahab,amenity,fast_food,24.6949652,46.6996622,,,,,,
على خفيف,amenity,fast_food,24.6822342,46.6978598,,Khurais Road,,,,
Unnamed,amenity,parking,24.5623603,46.6456887,,,,,,
محطة العوفي,amenity,fuel,24.5690389,46.6166093,,,,,,
Unnamed,amenity,fuel,24.5941845,46.6041205,,,,,,
هرفي,amenity,fast_food,24.5946384,46.6036741,هرفي,,,,,هرفي
Unnamed,amenity,fuel,24.9415952,46.556624,,,,,,
Unnamed,amenity,fuel,24.9224854,46.5663359,,,,,,
ويل,amenity,fuel,24.8817601,46.5871803,,,,,,
Unnamed,amenity,fuel,24.8769283,46.5893325,,,,,,
Unnamed,amenity,fuel,24.8603402,46.5977139,,,,,,
Unnamed,amenity,fuel,24.8555727,46.6000254,,,,,,
وقود,amenity,fuel,24.8356176,46.6101884,,,,,,
Unnamed,amenity,place_of_worship,24.604052,46.709983,,,,,,
Unnamed,amenity,place_of_worship,24.6033584,46.7022576,,,,,,
International Indian Public School (IIPS),amenity,school,24.6910832,46.7048289,,,,,,
ماكدونالدز,amenity,fast_food,24.6703155,46.7277571,ماكدونالدز,,,,,ماكدونالدز
Koushari Express,amenity,restaurant,24.670807,46.7303883,,,,,,
Gad,amenity,restaurant,24.6708964,46.7309483,,,,,,
Riyadh bank,amenity,bank,24.6849483,46.7252419,,,,,,
Malaz post office,amenity,post_office,24.6703736,46.7293886,,,,,,
مستوصف عالم الطب,amenity,hospital,24.6712998,46.7330847,,,,,,
Shawaya house,amenity,restaurant,24.6713485,46.7333422,,,,,,
مطعم هاشم,amenity,restaurant,24.6676583,46.7332618,,,,,,
مطعم النقاء,amenity,restaurant,24.6673268,46.7334763,مطعم النقاء,,,,,
Ghawar,amenity,restaurant,24.6697399,46.7315827,,,,,,
Al Omda,amenity,restaurant,24.6704321,46.7313627,,,,,,
Al Rajhi pharmacy,amenity,pharmacy,24.6703394,46.7314325,,,,,,
البنك العربي الوطني,amenity,atm,24.6707851,46.7302515,,,,,,البنك العربي الوطني
