Name,Type,Subtype,Latitude,Longitude,Arabic Name,Address,Phone,Website,Hours,Brand
Unnamed,amenity,bank,24.7078207,46.6867929,,,,,,
Al Daleel Station,amenity,fuel,24.691334,46.718527,,,,,,
Unnamed,amenity,car_wash,24.691632,46.71841,,,,,,
Unnamed,shop,car_repair,24.691398,46.718688,,,,,,
Unnamed,shop,supermarket,24.691485,46.718335,,,,,,
Unnamed,shop,dry_cleaning,24.727668,46.792185,,,,,,
Diplomat Rent A Car,amenity,car_rental,24.7338508,46.7940468,,,,,,
زيتي,amenity,fuel,24.6570349,46.7355219,,,,,,
SABB,amenity,bank,24.699294,46.68975,,,,,,
Unnamed,amenity,parking,24.7011604,46.6914353,,,,,,
Al Nokhba Clinics,amenity,hospital,24.6994716,46.6899776,,Tahliya St.,,,,
Unnamed,amenity,cafe,24.702651,46.697639,,,,,,
Hardees,amenity,fast_food,24.7117224,46.6970049,,,,,,
Al Mansaf,amenity,restaurant,24.711061,46.6977886,,,,,,
البنك السعودي الفرنسي,amenity,bank,24.7119855,46.6965436,البنك السعودي الفرنسي,,,,,البنك السعودي الفرنسي
Sulaimaniah Hotel,tourism,hotel,24.7114349,46.6950791,,,,,,
Aqaria Parking,amenity,parking,24.7054552,46.6838636,,,,,,
Shawerma House,amenity,restaurant,24.7085594,46.6874735,,,,,,
ماكدونالدز,amenity,fast_food,24.7132672,46.6735034,ماكدونالدز,,,,,ماكدونالدز
Coffee hill cafe,amenity,cafe,24.7246035,46.6818599,,Sheikh Abdullah Al Angari Street,,,,
Inmaa Bank,amenity,atm,24.717407,46.681231,,,,,,
Alshablan Medical Center,amenity,clinic,24.7165614,46.6815365,,,+966114606600,,,
Mosque,amenity,place_of_worship,24.7193744,46.6767386,,,,,,
Unnamed,amenity,school,24.7194036,46.6791419,,,,,,
Unnamed,shop,supermarket,24.7230289,46.6744426,,,,,,
Halawani Market,shop,supermarket,24.7136242,46.6762344,,,,,,
Unnamed,amenity,atm,24.7138192,46.6753546,,,,,,
Unnamed,amenity,bank,24.719501,46.6725007,,,,,,
Unnamed,amenity,pharmacy,24.6899388,46.6873923,,,,,,
Unnamed,amenity,fast_food,24.6900265,46.6863838,,,,,,
Kudu,amenity,restaurant,24.6898413,46.6864482,,,,,,
Urth Caffe,amenity,cafe,24.6896464,46.6863087,إيرث كافيه,,+966 9200 07498,https://www.urthcaffe.sa/welcome/index,"Fr 13:00-24:00; Mo-Th,Sa-Su 08:00-24:00",
Al Sulaimaniah Police Station,amenity,police,24.7068017,46.6998056,,,,,,
Hashim Restaurant,amenity,restaurant,24.7062361,46.6993868,,,,,,
Abha Palace,tourism,hotel,24.6913718,46.718978,,,,,,
Al Mutlaq Hotel,tourism,hotel,24.7000812,46.7181402,,,,,,
ماكدونالدز,amenity,fast_food,24.696811,46.7037431,ماكدونالدز,,,,,ماكدونالدز
Al Maathar Fire Station,amenity,fire_station,24.6725666,46.6925207,,,,,,
Unnamed,amenity,restaurant,24.7072014,46.6901711,,,,,,
Al Malaz,amenity,police,24.6745019,46.7271481,,,,,,
Wooden Bakery,amenity,restaurant,24.6940126,46.7226448,,,,,,
Unnamed,tourism,hotel,24.69056,46.724299,,,,,,
المستشفي الوطني,amenity,hospital,24.6793946,46.7270653,المستشفي الوطني,,920004585,,,
Unnamed,amenity,car_rental,24.705472,46.717385,,,,,,
Krispy Kreme,amenity,cafe,24.7375342,46.7976946,,,,,,
Burger King,amenity,fast_food,24.7373198,46.7973512,,,,,,Burger King
Unnamed,amenity,restaurant,24.7377291,46.7976087,,,,,,
Khurais Plaza,amenity,parking,24.7371444,46.7971581,,,,,,
Krispy Creme,amenity,cafe,24.7233164,46.7748207,,,,,,
Kudu,amenity,fast_food,24.710519,46.693732,,,,,,
Al Rajhi,amenity,atm,24.710758,46.693449,,,,,,
Riyad Bank,amenity,bank,24.7106101,46.6927665,,,,https://www.riyadbank.com/,,
مطعم باب توما,amenity,restaurant,24.710645,46.693098,,,,,,
Unnamed,shop,supermarket,24.710792,46.693629,,,,,,
Blue Belt,shop,audio_video,24.716211,46.681908,,,,,,
Burger King,amenity,fast_food,24.7297602,46.7873048,,,,,,Burger King
بيتزا هت,amenity,fast_food,24.7329056,46.6779552,,,,,,
Unnamed,shop,supermarket,24.7184632,46.680691,,,,,,
Meed,shop,supermarket,24.7162022,46.6808198,,,,,,
Unnamed,amenity,parking,24.7063096,46.6880356,,,,,,
Unnamed,amenity,restaurant,24.6989019,46.6886304,,,,,,
Tahliya Fire Station,amenity,fire_station,24.7052994,46.7036012,,,,,,
Roma Restaurant,amenity,restaurant,24.703405,46.6820536,,,,,,
بيتزا هت,amenity,restaurant,24.7052277,46.6854976,,,,,"Mo-Su 00:00-02:00,11:00-24:00",
Makani,amenity,restaurant,24.7099548,46.6911624,,,,,,
Lebanon Al Kabeer,amenity,restaurant,24.7104422,46.6924391,,,,,,
Indonesian,amenity,restaurant,24.7098964,46.6909907,,,,,,
Unnamed,amenity,cafe,24.6950711,46.6823647,,,,,,
The Pizza Company,amenity,restaurant,24.7026567,46.6799824,,,,,,
Unnamed,amenity,parking,24.7010463,46.6803263,,,,,,
Chinese Golden Palace,amenity,restaurant,24.7034733,46.6813777,,,,,,
Gulf Royal Chinese Restaurant,amenity,restaurant,24.7028885,46.6811631,,,,,,
Boudl Furnished Apartments,tourism,hotel,24.6800004,46.692879,,,,,,
Unnamed,amenity,restaurant,24.6950224,46.6821823,,,,,,
Al Tamimi - Safeway,shop,supermarket,24.6975568,46.7019555,,,,,,
Unnamed,amenity,parking,24.6969719,46.7028675,,,,,,
Starbucks,amenity,cafe,24.6930778,46.6948692,,,,,,
Unnamed,shop,supermarket,24.6869706,46.6932438,,,,,,
Unnamed,amenity,restaurant,24.7002665,46.6916452,,,,,,
Unnamed,amenity,parking,24.6943205,46.6697369,,,,,,
Unnamed,amenity,parking,24.6907041,46.6686318,,,,,,
Urth Caffe,amenity,cafe,24.6922053,46.6709063,إيرث كافيه,,+966 9200 07498,https://www.urthcaffe.sa/welcome/index,"Fr 13:00-24:00; Mo-Th,Sa-Su 08:00-24:00",
مقهى التحلية,amenity,cafe,24.7025498,46.6973556,,الأمير محمد بن عبدالعزيز 4240,+966580694203,,24/7,
Unnamed,amenity,restaurant,24.7023914,46.6968701,,,,,,
Al Ray Mosque,amenity,place_of_worship,24.6968939,46.6867636,,,,,,
Kudu,amenity,fast_food,24.6920006,46.6710029,,,,,,
Unnamed,amenity,restaurant,24.6917861,46.6708849,,,,,,
Meed,shop,supermarket,24.7126351,46.6979108,,,,,,
Al Rayah School,amenity,school,24.7085124,46.709455,,,,,,
Steak House,amenity,restaurant,24.6937435,46.6977074,,,,,,
Unnamed,amenity,cafe,24.6984321,46.6893818,,,,,,
Unnamed,amenity,restaurant,24.6976718,46.6875901,,,,,,
Unnamed,amenity,restaurant,24.6983833,46.6873862,,,,,,
Unnamed,amenity,parking,24.6988999,46.6876008,,,,,,
Unnamed,amenity,parking,24.7013952,46.6919031,,,,,,
Unnamed,amenity,school,24.6950302,46.6951003,,,,,,
Unnamed,shop,supermarket,24.7023309,46.6915705,,,,,,
Unnamed,amenity,school,24.7017949,46.6912164,,,,,,
Chinese restaurant,amenity,restaurant,24.6941334,46.6852727,,,,,,
Unnamed,amenity,fuel,24.6882067,46.6873862,,,,,,
Pizza Hut,amenity,restaurant,24.6878167,46.6878047,,,,,,
Unnamed,shop,supermarket,24.6876218,46.6879227,,,,,,
Unnamed,tourism,hotel,24.6794233,46.6931047,,,,,,
Unnamed,shop,supermarket,24.6668954,46.7011728,,,,,,
ميد,shop,supermarket,24.6681238,46.7002823,,,,,,
Unnamed,amenity,restaurant,24.6656669,46.699821,,,,,,
Unnamed,amenity,parking,24.6663222,46.7083431,,,,,,
Unnamed,amenity,fuel,24.6695278,46.7064728,,,,,,
Unnamed,amenity,fuel,24.6671684,46.7010441,,,,,,
Secondary School,amenity,school,24.658559,46.7429831,,,,,,
High School,amenity,school,24.6586077,46.744013,,,,,,
Unnamed,amenity,restaurant,24.6552535,46.7440452,,,,,,
Unnamed,shop,supermarket,24.6562091,46.7354085,,,,,,
Unnamed,shop,bicycle,24.6570867,46.7357089,,,,,,
Unnamed,amenity,restaurant,24.6945233,46.7322113,,,,,,
Elementary School,amenity,school,24.6579447,46.7430045,,,,,,
Unnamed,amenity,parking,24.6896981,46.7163756,,,,,,
Unnamed,amenity,post_office,24.6476867,46.7371895,,,,,,
Unnamed,amenity,parking,24.6771908,46.7229523,,,,,,
Unnamed,shop,greengrocer,24.658165,46.744734,,,,,,
Al Hamrani Nissan,shop,car,24.687777,46.733421,,,,,,
McDonald's,amenity,fast_food,24.68678,46.733841,,,,,,McDonald's
د.كيف,amenity,cafe,24.6926207,46.7324952,د.كيف,,,,,د.كيف
مسجد جامع,amenity,place_of_worship,24.6652848,46.7343406,,,,,,
Unnamed,amenity,place_of_worship,24.6562853,46.7370228,,,,,,
Unnamed,amenity,parking,24.6604098,46.7204789,,,,,,
Unnamed,amenity,parking,24.6823558,46.6884319,,,,,,
Al Rawabi Mosque,amenity,place_of_worship,24.699547,46.782971,,,,,,
Al Rayan Mosque,amenity,place_of_worship,24.7024224,46.7773491,,,,,,
Girls Secondary School 77,amenity,school,24.7015062,46.7771667,,,,,,
School 281 - Girls,amenity,school,24.7010773,46.7766732,,,,,,
Unnamed,amenity,place_of_worship,24.6968762,46.7814046,,,,,,
Al Rabe'a,amenity,restaurant,24.6975196,46.7805034,,,,,,
Al Rayan Mosque,amenity,place_of_worship,24.7015062,46.7740553,,,,,,
Al Yamamah Restaurant,amenity,restaurant,24.7159663,46.7918184,,,,,,
Unnamed,amenity,place_of_worship,24.7089714,46.7871408,,,,,,
جامع القدس,amenity,place_of_worship,24.6983764,46.7858855,,,,,,
Unnamed,amenity,parking,24.7352211,46.6638207,,,,,,
Unnamed,amenity,parking,24.7452258,46.6582826,,,,,,
Unnamed,amenity,parking,24.7544357,46.6540574,,,,,,
Nift,amenity,fuel,24.6903982,46.6883683,,,,,,
Krispy Kreme,amenity,fast_food,24.7676074,46.759626,,,,,,Krispy Kreme
Unnamed,amenity,bank,24.7681237,46.7593685,,,,,,
Seatle's Best,amenity,cafe,24.7672177,46.7557637,,,,,,
Unnamed,amenity,parking,24.7649284,46.7473415,,,,,,
الدريس,amenity,fuel,24.7713093,46.7806653,الدريس,,,,,ALDREES
Unnamed,amenity,fuel,24.7597162,46.7883364,,,,,,
Unnamed,amenity,fuel,24.7571831,46.7902783,,,,,,
Unnamed,amenity,fuel,24.7474595,46.7974452,,,,,,
Meed,shop,supermarket,24.747742,46.797649,,,,,,
Unnamed,shop,supermarket,24.7297099,46.7906026,,,,,,
Al Kurdi,amenity,pharmacy,24.728094,46.689993,,,,,,
المفتاح,amenity,car_rental,24.727699,46.689261,,,,,,
Unnamed,amenity,parking,24.7414836,46.7672225,,,,,,
Unnamed,amenity,place_of_worship,24.739067,46.7682954,,,,,,
Ibn Hajar Boys School,amenity,school,24.7370402,46.7681989,,,,,,
Unnamed,amenity,place_of_worship,24.7326065,46.7709669,,,,,,
Donut House,amenity,cafe,24.7119322,46.6751475,,,,,,
Planet Hollywood,amenity,restaurant,24.7116691,46.6752226,,,,,,
Shanghai Express,amenity,restaurant,24.7121272,46.6750938,,,,,,
Aladdin,amenity,restaurant,24.7117763,46.6750402,,,,,,
Kudu,amenity,fast_food,24.7008015,46.6767139,,,,,,
Caravan,shop,supermarket,24.7010256,46.6763062,,,,,,
Domino's Pizza,amenity,fast_food,24.7009672,46.6765959,,,,,,
Kany Restaurant,amenity,restaurant,24.7008307,46.6770358,,,,,,
Unnamed,amenity,parking,24.7002459,46.6793532,,,,,,
Unnamed,amenity,parking,24.701435,46.6767783,,,,,,
Pizza Inn,amenity,fast_food,24.7008989,46.676671,,,,,,
Burger King,amenity,fast_food,24.7007004,46.6785082,,,,,,Burger King
Kudu,amenity,fast_food,24.6987643,46.6901893,,,,,,
Unnamed,amenity,fuel,24.694159,46.7018658,,,,,,
Unnamed,shop,dry_cleaning,24.723403,46.797962,,,,,,
Unnamed,amenity,car_wash,24.723573,46.797314,,,,,,
Unnamed,shop,supermarket,24.723666,46.797282,,,,,,
Unnamed,shop,hardware,24.725196,46.79665,,,,,,
Unnamed,amenity,pharmacy,24.724562,46.794351,,,,,,
السدحان هايبر ماركت,shop,supermarket,24.7282353,46.784903,,,,,,
Al Sadhan Parking,amenity,parking,24.7278261,46.7856754,,,,,,
Burger King,amenity,fast_food,24.7233725,46.7750539,,,,,,Burger King
Upper parking,amenity,parking,24.7241521,46.7749144,,,,,,
Basement parking,amenity,parking,24.7241619,46.7759015,,,,,,
Al Nokhba Pharmacy,amenity,pharmacy,24.699569,46.6901493,,,,,,
Family Basket,amenity,pharmacy,24.696217,46.702835,,,,,,
الدريس,amenity,fuel,24.6581079,46.7357501,,,,,,
البريد السعودي المركز الرئيسي,amenity,post_box,24.6508435,46.7164168,البريد السعودي المركز الرئيسي,,,,,
Unnamed,amenity,parking,24.5981345,46.7458401,,,,,,
Al Rajhi ATM,amenity,atm,24.7082652,46.6869378,,,,,,
LG showroom,shop,electronics,24.7166372,46.6740149,,,,,,
Mercedes Center,shop,car_repair,24.7084552,46.6864336,,,,,,
Car wash Center,amenity,car_wash,24.7088109,46.6867823,,,,,,
Samaco Agency,shop,car,24.6977579,46.6877693,,,,,,
Club Car,shop,car,24.7000388,46.6914225,,Tahliya St.,,,,
Black Fashion,shop,clothes,24.7033674,46.7008585,,,,,,
Unnamed,shop,car,24.7191857,46.7721677,,,,,,
Unnamed,amenity,car_wash,24.7342322,46.7947197,,Khurais Road,,,,
Unnamed,shop,car,24.7337353,46.7933786,,Khurais Road,,,,
Al Hamrany Auto Dealer - Nissan,shop,car,24.719215,46.7700863,,Khurais Road,,,,
KIA motors,shop,car,24.7332773,46.7925954,,Khurais Road,,,,Kia
Unnamed,amenity,cafe,24.7019443,46.691637,,,,,,
Global Store - Apple Premium Reseller,shop,computer,24.7019248,46.6957891,,Tahliya St.,,,,
Global Store - Apple Premium Reseller,shop,computer,24.7045711,46.6917068,,,,,,
Fish & Chips,amenity,fast_food,24.7006869,46.6928923,,Tahliya St.,,,,
Finzione,amenity,restaurant,24.7044347,46.7016953,,,,,,
Unnamed,shop,jewelry,24.703884,46.6808063,,,,,,
Unnamed,shop,shoes,24.6956524,46.6844863,,,,,,
Unnamed,shop,supermarket,24.6902911,46.6881663,,,,,,
Barbecue Nation,amenity,restaurant,24.7045947,46.7018562,,,,,,
Unnamed,amenity,atm,24.7005651,46.6782635,,,,,,
Reyash,amenity,restaurant,24.7045029,46.7019314,,,,,,
Unnamed,shop,car,24.7020174,46.6950756,,,,,,
Unnamed,shop,dry_cleaning,24.7223872,46.6786122,,,,,,
Unnamed,shop,books,24.7025145,46.6793096,,,,,,
Eternal Smile Clinic,amenity,dentist,24.7008039,46.6920501,,,,,,
Unnamed,shop,department_store,24.7060039,46.6884291,,,,,,
Unnamed,shop,convenience,24.7059357,46.6882145,,,,,,
Unnamed,tourism,motel,24.7096248,46.6914546,,,,,,
Unnamed,shop,shoes,24.7059796,46.6870934,,,,,,
McDonald's,amenity,fast_food,24.7118957,46.6973019,,,,,,McDonald's
Unnamed,shop,travel_agency,24.706521,46.6891667,,,,,,
Saadiddin Restaurant,amenity,restaurant,24.725446,46.778086,,Khurais Road,,,,
Hardees,amenity,fast_food,24.724666,46.778862,,Khurais Road,,,,
Olayan,shop,car_parts,24.724281,46.778225,,,,,,
Riyad Bank,amenity,bank,24.724837,46.779142,,Khurais Road,,https://www.riyadbank.com/,,
Forchetta Italian Grill,amenity,restaurant,24.724413,46.778962,,,,,,
Krispy Kreme,amenity,cafe,24.724476,46.77885,,,,,,
Unnamed,amenity,fuel,24.7639496,46.7851228,,,,,,
NCB,amenity,bank,24.7253449,46.7799675,,Khurais Road,,,,
Unnamed,shop,car,24.7401616,46.8018543,,,,,,
Jeep - Chrysler - Dodge,shop,car,24.7406683,46.8026751,,,,,,
Drive 7,shop,car_parts,24.7251207,46.7796135,,Khurais Road,,,,
Jarir Bookstore,shop,department_store,24.7671839,46.7561388,,,,,,
Unnamed,shop,supermarket,24.7008336,46.6927224,,,,,,
VIP Barber Shop,shop,hairdresser,24.729632,46.7906755,,,,,,
الرفيعة للوحدات السكنية,tourism,motel,24.7298755,46.7904803,,,,,,
Sony,shop,electronics,24.7375989,46.7975307,,,,,,Sony
Unnamed,shop,hairdresser,24.7376233,46.7976326,,,,,,
بنك الرياض,amenity,atm,24.7374381,46.7972571,بنك الرياض,,,,,بنك الرياض
سنتر بوينت,shop,clothes,24.7345489,46.7932391,سنتر بوينت,Khurais Road,,,,
Cinnabon,amenity,fast_food,24.7375941,46.7978042,,,,,,Cinnabon
Unnamed,shop,jewelry,24.7378523,46.7982441,,,,,,
Unnamed,shop,doityourself,24.725379,46.7966026,,,,,,
Unnamed,shop,gift,24.7377987,46.7981315,,,,,,
Unnamed,amenity,bank,24.737292,46.7971981,,,,,,
Unnamed,shop,shoes,24.7378766,46.797933,,,,,,
Ahmad Abdul Wahad Store,shop,electronics,24.7374917,46.7974287,,,,,,
Hyper Panda,shop,convenience,24.7377061,46.7980081,,,,,,
Seatle's Best,amenity,cafe,24.7375307,46.7973375,,,,,,
Unnamed,amenity,toilets,24.7377889,46.7980349,,,,,,
Unnamed,shop,furniture,24.7253595,46.793856,,,,,,
Axiom Telecom,shop,mobile_phone,24.7377061,46.7977774,,,,,,
Unnamed,shop,clothes,24.7379059,46.7980939,,,,,,
Tokyo Games,shop,toys,24.7373992,46.7975628,,,,,,
Unnamed,amenity,atm,24.7373358,46.7974555,,,,,,
Unnamed,amenity,hospital,24.68704,46.7972478,,,,,,
Unnamed,amenity,restaurant,24.685461,46.6256224,,,,,,
Prince Salman Science Oasis,leisure,sports_centre,24.6788131,46.6311467,,,,,,
الدفاع المدني بحي السفارات,amenity,fire_station,24.6861441,46.6283787,,,,,,
Unnamed,amenity,cafe,24.6820107,46.6234005,,,,,,
Kudu,amenity,fast_food,24.6821702,46.6235951,,,,,,
Unnamed,amenity,place_of_worship,24.5868388,46.6808432,,,,,,
السعدي,amenity,fuel,24.5854624,46.6852495,,,,,,
Unnamed,amenity,school,24.5843405,46.6761515,,,,,,
Unnamed,amenity,place_of_worship,24.5863405,46.682975,,,,,,
Unnamed,amenity,place_of_worship,24.5880583,46.6774833,,,,,,
Unnamed,amenity,parking,24.5852788,46.6835504,,,,,,
Unnamed,amenity,school,24.5847227,46.6764587,,,,,,
Unnamed,amenity,school,24.5844593,46.6766518,,,,,,
Unnamed,amenity,fuel,24.5841017,46.6907862,,,,,,
الجزيرة,amenity,atm,24.5855986,46.6835203,,,,,,
Alrajhi,amenity,atm,24.5863906,46.6801158,الراجحي,,,,,
الاهلي,amenity,atm,24.5855249,46.6853994,,,,,,
SACO World,shop,convenience,24.7304778,46.7855367,,,,,,
Java Cafe,amenity,cafe,24.6883445,46.7185334,,,,,,
Al Kafoura Rest. & Sweets,amenity,restaurant,24.68434,46.718445,,,,,,
Unnamed,amenity,taxi,24.6862968,46.7119257,,,,,,
Wared Transport,office,company,24.7664345,46.8362433,,,,,,
Zahid Tractors,shop,tractors,24.7677138,46.8358514,,Khurais Road,0112319984,https://www.zahidcat.com/,Sa-Th 07:00-17:00,
سهل,amenity,fuel,24.7602927,46.8343225,سهل,,,,,Sahel
Unnamed,shop,car,24.7271186,46.7831956,,,,,,
SABB Bank,amenity,bank,24.7227413,46.7760259,,,,,,
McDonald's,amenity,fast_food,24.7430676,46.8084664,,,,,,McDonald's
Gulf,amenity,fuel,24.7051338,46.747476,,,,,,Gulf
Sasco Gas Station,amenity,fuel,24.7426644,46.7524693,,,,,,
Unnamed,amenity,fuel,24.7366855,46.751181,,,,,,
Unnamed,amenity,atm,24.7527196,46.7430842,,,,,,
Unnamed,amenity,fuel,24.7329987,46.7530033,,,,,,
Unnamed,amenity,fuel,24.7527411,46.7431765,,,,,,
Unnamed,amenity,school,24.777276,46.7352184,,,,,,
مستشفى أستر سند,amenity,hospital,24.77919,46.7395065,مستشفى أستر سند,Imam Saud Bin Abdulaziz Bin Mohammed Rd - Al Hamra Dist 2917,0112407778,http://www.sanadhospital.com,24/7,
Al Hudaithy Mosque,amenity,place_of_worship,24.7601498,46.7376753,,,,,,
Unnamed,amenity,place_of_worship,24.7798671,46.7419024,,,,,,
Unnamed,amenity,place_of_worship,24.7810847,46.744767,,,,,,
Unnamed,amenity,school,24.584421,46.771909,,,,,,
Unnamed,amenity,fuel,24.8546327,46.8660007,,,,,,
أدنوك,amenity,fuel,24.8964866,46.9077408,أدنوك,,,,,أدنوك
Jarir Bookstore,shop,books,24.7221951,46.7752727,,,,,,
KFC,amenity,fast_food,24.7420354,46.8069711,,,,,,KFC
Domino's,amenity,fast_food,24.6879164,46.7246219,,,,,,Domino's
Unnamed,shop,car,24.6977108,46.7341983,,,,,,
Al Nafoura Rest. & Sweets,amenity,restaurant,24.6884918,46.7238554,,,,,,
Al Shurfa Cafe & Restaurant,amenity,cafe,24.7036329,46.743159,,شارع خريص,0114455544,https://shurfa.com/,Mo-Su 10:00-23:55,
Unnamed,shop,car,24.70414,46.7443095,,,,,,
Sakr al Jazeera Aviation Museum,tourism,museum,24.754052,46.7402015,,,,,,
Theeb Rent-a-Car,amenity,car_rental,24.7211122,46.7590988,,,,,,
Sultan Garden Centre,shop,garden_centre,24.8027275,46.7162231,,Airport Road 4962,,,,
Madareem Crown Hotel,tourism,hotel,24.8013802,46.7167757,,,,,,
Unnamed,shop,car,24.7467769,46.7462091,,,,,,
Carwah Rent-a-Car,amenity,car_rental,24.7053493,46.7477901,,,,,,
Unnamed,amenity,car_rental,24.699517,46.7372887,,,,,,
Unnamed,amenity,fuel,24.6936072,46.7217688,,,,,,
Unnamed,shop,car,24.6978323,46.7343774,,,,,,
البنك السعودي الفرنسي,amenity,bank,24.7474841,46.7119682,البنك السعودي الفرنسي,,,,,البنك السعودي الفرنسي
Unnamed,amenity,fuel,24.6932998,46.7240375,,,,,,
Cafe Coffee,amenity,cafe,24.7545012,46.7423114,,,,,,
Al Rahji Banmk,amenity,bank,24.7046397,46.746708,,,,,,
بدجت لتأجير السيارات,amenity,car_rental,24.7492731,46.7449929,,,,,,
Unnamed,amenity,place_of_worship,24.6936516,46.7220749,,,,,,
Hertz Car Rental,amenity,car_rental,24.6987883,46.7359336,,,,,,
Unnamed,amenity,place_of_worship,24.7446955,46.5808074,,,,,,
Unnamed,shop,WorkShop,24.6874541,46.6516636,,,,,,
Bakala Wafa,shop,convenience,24.6907051,46.6526903,,,,,,
Unnamed,amenity,cafe,24.6938,46.812976,,,,,,
هايبرماركت كارفور,shop,supermarket,24.7817642,46.7319678,,,,,,
