Name,Subtype,Latitude,Longitude
مجمع يو الطبي,hospital,24.805176,46.656512
المركز الوطني للحساسية و الربو و المناعة,clinic,24.67777,46.677608
مستشفى الحرس,hospital,24.749712,46.853997
Unnamed,pharmacy,24.799496,46.690359
Mouwasat Hospital,hospital,24.787359,46.732732
صيدلية لؤلوة آمون,pharmacy,24.801476,46.729818
صيدلية التويجري البيطرية,pharmacy,24.868993,46.847278
مركز صحي الإزدهار,clinic,24.785449,46.717007
NOOR  CLINICS | نور كلينك,hospital,24.773844,46.709354
HAMC,hospital,24.77389,46.784926
مغربي,clinic,24.782684,46.745212
United Pharmacy,pharmacy,24.788063,46.650108
صيدلية ليمون,pharmacy,24.771551,46.651468
صيدلية آدن,pharmacy,24.805255,46.685912
صيدلية النهدي,pharmacy,24.787704,46.647382
al-dawaa pharmacy,pharmacy,24.757821,46.733287
Orange,pharmacy,24.792448,46.644509
Orange,pharmacy,24.801322,46.67361
صيدلية النهدي,pharmacy,24.800113,46.674575
Whites,pharmacy,24.808452,46.669313
رادان,pharmacy,24.802619,46.650231
Almawed Medical Center,hospital,24.727673,46.688887
Almawed Medical Center,hospital,24.727712,46.688882
Unnamed,hospital,24.631191,46.753142
صيدلية وايتس,pharmacy,24.823374,46.655332
صيدلية النهدي,pharmacy,24.839078,46.732908
Dr. Sulaiman Al Habib,hospital,24.770333,46.604659
الجنادرية الشرقية,hospital,24.80805,46.862444
مستشفى رابية الطبي,hospital,24.563162,46.841807
مستشفى الامير محمد بن عبد العزيز,hospital,24.708796,46.793229
مستشفى الثميري,hospital,24.728032,46.767915
مركز الملك سلمان لامراض الكلى,hospital,24.689331,46.75479
مركز الرعاية الصحية الأولية بالنسيم الشرقي,hospital,24.749248,46.832551
مركز الرعاية الصحية الأولية بالسليمانية,hospital,24.705275,46.695734
الجنادرية الغربية,hospital,24.797495,46.851917
اليرموك الغربي,hospital,24.805567,46.763133
مجمع العارض الطبي,clinic,24.615254,46.67511
مجمع الدكتور يوسف المقبل لطب العيون,hospital,24.710851,46.670327
عيادة إنجاب,clinic,24.685207,46.675959
عيادات كلير,clinic,24.685179,46.676018
صيدلية الشبلان,pharmacy,24.71667,46.68164
صيدلية ليمون,pharmacy,24.749039,46.667043
مدينة الملك فهد الطبية,hospital,24.686986,46.704377
Unnamed,pharmacy,24.705581,46.686023
Kesay,clinic,24.787845,46.65999
al-dawaa pharmacy,pharmacy,24.768999,46.691219
zahrat alrawdah pharmacy,pharmacy,24.768613,46.691594
zahrat alrawdah pharmacy,pharmacy,24.756764,46.658237
صيدلية انوڤا,pharmacy,24.758072,46.686834
صيدلية ربى المصيف الطبية,pharmacy,24.765797,46.682842
صيدلية زهرة الروضة,pharmacy,24.763005,46.684265
مجمع الثويني الطبي,hospital,24.741618,46.815484
مدينة الامير سلطان بن عبدالعزيز للخدمات الانسانية,hospital,24.989076,46.523363
مستشفى الملك خالد التخصصي للعيون,hospital,24.694158,46.637163
مدينة الملك فهد الطبية,hospital,24.68764,46.705281
مستشفى الدكتور عبد الرحمن المشاري,hospital,24.701873,46.686447
Al Yamama Hospital,hospital,24.716448,46.793877
رعاية الرياض,hospital,24.701133,46.780192
مستشفى الملك فيصل التخصصي,hospital,24.671803,46.674748
عيادات الدكتور بشار سالم للأسنان,dentist,24.717027,46.674012
King Fahad Hospital,hospital,24.749738,46.856071
مبنى الطوارئ - مستشفى الملك خالد الجامعي,hospital,24.711371,46.621363
وحدة العناية المركزة - مستشفى الملك خالد الجامعي,hospital,24.71406,46.622715
مستشفى المملكة,hospital,24.801455,46.654626
Unnamed,hospital,24.678639,46.735813
مستشفى الأسرة الدولي,hospital,24.584674,46.592873
المستشفى السعودي الالماني,hospital,24.800859,46.628429
Unnamed,hospital,24.592903,46.780189
مستشفى الحمادي,hospital,24.602252,46.703056
مدينة الملك سعود الطبية,hospital,24.627841,46.690477
مستشفى الصحة النفسية,hospital,24.719101,46.6034
مستشفى الملك سلمان,hospital,24.606813,46.641967
KACSU's Clinic,hospital,24.718028,46.638991
مركز الملك فهد الوطني لأورام الأطفال,hospital,24.828705,46.692065
Unnamed,hospital,24.779222,46.639299
Medical City,hospital,24.751396,46.861258
Unnamed,hospital,24.930367,46.584327
مستشفى النقاهة,hospital,24.584479,46.810547
مستشفى عرقة,hospital,24.692727,46.584735
مستشفى قوى الامن,hospital,24.679214,46.724771
مستشفى دله - نمار,hospital,24.560844,46.676369
Unnamed,hospital,24.652028,46.760803
Unnamed,hospital,24.739633,46.797954
Unnamed,clinic,24.73772,46.748323
Unnamed,hospital,24.664025,46.716721
مركز الرعاية الصحية الأولية حي العريجاء الأوسط,hospital,24.602159,46.628077
مستوصف حي قرطبة,hospital,24.486058,46.600989
مستشفى الجافل,hospital,24.578567,46.604871
مجمع عيادات د.حبيبة لطب الأسنان,dentist,24.601134,46.615404
صيدلية الدواء,pharmacy,24.653357,46.574746
مستشفى الدكتور سليمان الحبيب,hospital,24.721123,46.774957
مستشفى الدكتور سليمان الحبيب,hospital,24.719113,46.656897
مستشفى الدكتور سليمان الحبيب,hospital,24.567332,46.640868
مستشفى الدكتور سليمان الحبيب,hospital,24.704467,46.676798
مجمع الحبيب - الجلدية والعيون,hospital,24.70466,46.67745
مجمع الحبيب - النساء والولادة,hospital,24.70399,46.677771
مجمع الحبيب - العظام والعامود الفقري,hospital,24.703485,46.678078
مستشفى الإيمان العام,hospital,24.600407,46.737589
مستشفى الملك فيصل التخصصي الجناح الشرقي,hospital,24.670637,46.68114
Unnamed,hospital,24.747852,46.569183
صيدلية ليمون,pharmacy,24.745561,46.579352
Unnamed,pharmacy,24.746981,46.57112
Unnamed,hospital,24.528061,46.652971
Unnamed,hospital,24.778947,46.739694
Unnamed,clinic,24.770502,46.744194
PMO Hospital,hospital,24.751973,46.880909
مستشفى الملك عبدالله الجامعي,hospital,24.836526,46.7221
مدينة الأمير سلطان الطبية العسكرية,hospital,24.692204,46.714262
Almuhammadiyah Clinic,clinic,24.727386,46.646595
مستشفى الدكتور سليمان الحبيب,hospital,24.720138,46.656827
صيدلية النهدي,pharmacy,24.817353,46.685465
مجمع عيادات الممتاز الطبي,clinic,24.672883,46.744244
Unnamed,pharmacy,24.83143,46.669263
صيدلية ليمون,pharmacy,24.838027,46.677031
صيدلية ليمون,pharmacy,24.832676,46.674739
Unnamed,hospital,24.657511,46.73183
Unnamed,hospital,24.657557,46.730584
Unnamed,hospital,24.703399,46.65837
صيدلية النهدي,pharmacy,24.773903,46.688768
عيادات روضة الأقصى الطبي ٢,clinic,24.75304,46.719732
مجمع عيادات دنت الطبي للاسنان والجلدية,clinic,24.748984,46.667294
مستشفى الملك عبدالعزيز الجامعي,hospital,24.660935,46.719072
Unnamed,hospital,24.657081,46.731486
Unnamed,hospital,24.657172,46.731818
مجموعة هاو الطبية,clinic,24.760132,46.672007
مستشفى دلة العارض,hospital,24.859744,46.642491
Unnamed,clinic,24.728997,46.881348
D.U.H,hospital,24.714812,46.622614
مستشفى آمــاد,hospital,24.856312,46.639014
