Name,Type,Subtype,Latitude,Longitude,Arabic Name,Address,Phone,Website,Hours,Brand
Unnamed,shop,hardware,24.725196,46.79665,,,,,,
السدحان هايبر ماركت,shop,supermarket,24.7282353,46.784903,,,,,,
LG showroom,shop,electronics,24.7166372,46.6740149,,,,,,
Mercedes Center,shop,car_repair,24.7084552,46.6864336,,,,,,
Samaco Agency,shop,car,24.6977579,46.6877693,,,,,,
Club Car,shop,car,24.7000388,46.6914225,,Tahliya St.,,,,
Black Fashion,shop,clothes,24.7033674,46.7008585,,,,,,
Unnamed,shop,car,24.7191857,46.7721677,,,,,,
Unnamed,shop,car,24.7337353,46.7933786,,Khurais Road,,,,
Al Hamrany Auto Dealer - Nissan,shop,car,24.719215,46.7700863,,Khurais Road,,,,
KIA motors,shop,car,24.7332773,46.7925954,,Khurais Road,,,,Kia
Global Store - Apple Premium Reseller,shop,computer,24.7019248,46.6957891,,Tahliya St.,,,,
Global Store - Apple Premium Reseller,shop,computer,24.7045711,46.6917068,,,,,,
Unnamed,shop,jewelry,24.703884,46.6808063,,,,,,
Unnamed,shop,shoes,24.6956524,46.6844863,,,,,,
Unnamed,shop,supermarket,24.6902911,46.6881663,,,,,,
Unnamed,shop,car,24.7020174,46.6950756,,,,,,
Unnamed,shop,dry_cleaning,24.7223872,46.6786122,,,,,,
Unnamed,shop,books,24.7025145,46.6793096,,,,,,
Unnamed,shop,department_store,24.7060039,46.6884291,,,,,,
Unnamed,shop,convenience,24.7059357,46.6882145,,,,,,
Unnamed,shop,shoes,24.7059796,46.6870934,,,,,,
Unnamed,shop,travel_agency,24.706521,46.6891667,,,,,,
Olayan,shop,car_parts,24.724281,46.778225,,,,,,
Unnamed,shop,car,24.7401616,46.8018543,,,,,,
Jeep - Chrysler - Dodge,shop,car,24.7406683,46.8026751,,,,,,
Drive 7,shop,car_parts,24.7251207,46.7796135,,Khurais Road,,,,
Jarir Bookstore,shop,department_store,24.7671839,46.7561388,,,,,,
Unnamed,shop,supermarket,24.7008336,46.6927224,,,,,,
VIP Barber Shop,shop,hairdresser,24.729632,46.7906755,,,,,,
Sony,shop,electronics,24.7375989,46.7975307,,,,,,Sony
Unnamed,shop,hairdresser,24.7376233,46.7976326,,,,,,
سنتر بوينت,shop,clothes,24.7345489,46.7932391,سنتر بوينت,Khurais Road,,,,
Unnamed,shop,jewelry,24.7378523,46.7982441,,,,,,
Unnamed,shop,doityourself,24.725379,46.7966026,,,,,,
Unnamed,shop,gift,24.7377987,46.7981315,,,,,,
Unnamed,shop,shoes,24.7378766,46.797933,,,,,,
Ahmad Abdul Wahad Store,shop,electronics,24.7374917,46.7974287,,,,,,
Hyper Panda,shop,convenience,24.7377061,46.7980081,,,,,,
Unnamed,shop,furniture,24.7253595,46.793856,,,,,,
Axiom Telecom,shop,mobile_phone,24.7377061,46.7977774,,,,,,
Unnamed,shop,clothes,24.7379059,46.7980939,,,,,,
Tokyo Games,shop,toys,24.7373992,46.7975628,,,,,,
SACO World,shop,convenience,24.7304778,46.7855367,,,,,,
Zahid Tractors,shop,tractors,24.7677138,46.8358514,,Khurais Road,0112319984,https://www.zahidcat.com/,Sa-Th 07:00-17:00,
Unnamed,shop,car,24.7271186,46.7831956,,,,,,
Jarir Bookstore,shop,books,24.7221951,46.7752727,,,,,,
Unnamed,shop,car,24.6977108,46.7341983,,,,,,
Unnamed,shop,car,24.70414,46.7443095,,,,,,
Sultan Garden Centre,shop,garden_centre,24.8027275,46.7162231,,Airport Road 4962,,,,
Unnamed,shop,car,24.7467769,46.7462091,,,,,,
Unnamed,shop,car,24.6978323,46.7343774,,,,,,
Unnamed,shop,WorkShop,24.6874541,46.6516636,,,,,,
Bakala Wafa,shop,convenience,24.6907051,46.6526903,,,,,,
هايبرماركت كارفور,shop,supermarket,24.7817642,46.7319678,,,,,,
Unnamed,shop,supermarket,24.6883106,46.6429197,,,,,,
Commissary,shop,supermarket,24.5822399,46.8657429,,,,,,
Unnamed,shop,convenience,24.5823857,46.8660642,,,,,,
Harley Davidson,shop,car,24.7729954,46.6773081,,,,,,
Gas station,shop,car_repair,24.74988,46.8204556,,,,,,
ردتاغ,shop,clothes,24.7508738,46.8219898,ردتاغ,,+966 11 233 8200,https://sa.redtagfashion.com/,"Fr 14:00-23:30; Mo-Th,Sa-Su 09:30-23:30",
Unnamed,shop,greengrocer,24.7499287,46.8218396,,,,,,
Unnamed,shop,gift,24.7503477,46.8228374,,,,,,
Unnamed,shop,books,24.7503574,46.8221937,,,,,,
private work shop,shop,car_repair,24.7505292,46.8165412,,,,,,
Unnamed,shop,doityourself,24.751372,46.8226244,,,,,,
Unnamed,shop,bakery,24.7507095,46.8233111,,,,,,
Petromin,shop,car_repair,24.7522391,46.8191805,,,+966 800 442 0020,https://petromin.express/,"Fr 16:00-22:00; Mo-Th,Sa-Su 08:00-23:30",
سوبرماركت الفانوس,shop,supermarket,24.7322041,46.7647036,,,,,,
Jarir Bookstore,shop,books,24.7447943,46.6794451,,,,,,
بنده النسيم,shop,supermarket,24.7420559,46.8076975,,,,,,
بنده اشبيليا,shop,supermarket,24.8078826,46.8072599,,,,,,
Chicco,shop,toys,24.6854279,46.6896284,,,,,,
Unnamed,shop,yes,24.5875444,46.6678471,,,,,,
Davide,shop,electronics,24.5974137,46.7449756,,Via Provinciale Avenza-sarzana 69,,,,
Unnamed,shop,farm,24.596332,46.745251,,,,,,
كارفور,shop,supermarket,24.5629406,46.6454805,,,,,,Carrefour
Casio dealer,shop,electronics,24.6842562,46.7253761,,,,,,
مخبز العجاجي,shop,bakery,24.6675998,46.7329667,مخبز العجاجي,,,,,
الحربي,shop,supermarket,24.6688819,46.7324088,,,,,,
Al Karama pastry,shop,pastry,24.6695205,46.7319689,,,,,,
Baby Mango,shop,beverages,24.6705832,46.7312769,,,,,,
غرناطة للرياضة,shop,sports,24.6671281,46.7310529,,,,,,
Reghef Sehe,shop,bakery,24.6681625,46.7325743,,,,,,
اسواق ساره,shop,supermarket,24.5838003,46.6901288,,,,,,
اتصالات 24,shop,supermarket,24.5835857,46.6896513,,,,,,
الروزنه النسائي,shop,supermarket,24.5850491,46.6961745,,,,,,
Wooden Bakery,shop,bakery,24.7625194,46.7162781,,Othman Bin Affan Road,,https://www.woodenbakery.com/,,
Steps,shop,shoes,24.7334177,46.6655566,,Olaya Street,,,,
العثيم مول,shop,mall,24.6857467,46.7748506,,,,,,
بساتين الفصيم,shop,supermarket,24.757096,46.6629792,,Almughirah Ibn Shubah,,,,
أسواق عبد الله العثيم,shop,supermarket,24.7582554,46.6635421,أسواق عبد الله العثيم,,,,,أسواق عبد الله العثيم
Marks & Spencer,shop,department_store,24.7446811,46.6797962,,"King Abdulaziz Road Hayat Mall, Gate 7",,,,
أسواق بلشرف,shop,supermarket,24.7641645,46.7140972,,,,,,
Simply Market,shop,supermarket,24.5690559,46.8380607,,,,,,
Unnamed,shop,yes,24.6885288,46.6187597,,,,,,
صناعية الخليج,shop,car_repair,24.7685329,46.7981128,,,,,,
Unnamed,shop,laundry,24.682347,46.8992861,,,,,,
Unnamed,shop,convenience,24.6821537,46.8995739,,,,,,
Al Rajhi Mall بنده الروابي,shop,supermarket,24.6804644,46.7835508,,,,,,
danube,shop,supermarket,24.6937442,46.6707414,,,,,,
العثيم,shop,supermarket,24.6296218,46.7182263,,,,,,
بزل للوسائل التعليمية,shop,supermarket,24.7813177,46.6850278,,Abi Bakr As Siddiq Rd,,,,
الدانوب,shop,supermarket,24.8119551,46.770555,,الأمير تركي الاول,,,,
درة العقيق,shop,supermarket,24.8056935,46.7813009,,,,,,
Unnamed,shop,supermarket,24.8086152,46.7787904,,,,,,
Unnamed,shop,supermarket,24.8139811,46.7761618,,,,,,
اسواق العثيم,shop,supermarket,24.8196843,46.7724925,,,,,,
Unnamed,shop,supermarket,24.8247382,46.7706793,,,,,,
Unnamed,shop,hardware,24.8253419,46.7703897,,,,,,
Unnamed,shop,clothes,24.7668677,46.7172599,,,,,,
Unnamed,shop,clothes,24.7693811,46.7161012,,,,,,
Unnamed,shop,deli,24.7681009,46.7156275,,,,,,
Unnamed,shop,department_store,24.7685782,46.7156704,,,,,,
Unnamed,shop,clothes,24.7678086,46.7159172,,,,,,
Unnamed,shop,department_store,24.7668539,46.7163999,,,,,,
Unnamed,shop,clothes,24.7681398,46.7163463,,,,,,
Unnamed,shop,beauty,24.7676138,46.7163463,,,,,,
Unnamed,shop,clothes,24.7669806,46.7155202,,,,,,
Unnamed,shop,hairdresser,24.8049522,46.7808158,,,,,,
Unnamed,shop,laundry,24.8029119,46.7818028,,,,,,
Unnamed,shop,convenience,24.8066711,46.7808426,,,,,,
Unnamed,shop,laundry,24.8077302,46.7802928,,,,,,
Unnamed,shop,laundry,24.8078909,46.779362,,,,,,
Unnamed,shop,bakery,24.8084582,46.7790294,,,,,,
Unnamed,shop,supermarket,24.8091643,46.778662,,,,,,
Unnamed,shop,convenience,24.8127992,46.7777366,,,,,,
Unnamed,shop,convenience,24.8080906,46.7792735,,,,,,
Unnamed,shop,convenience,24.8037324,46.7822266,,,,,,
Unnamed,shop,convenience,24.8030166,46.7817707,,,,,,
Unnamed,shop,convenience,24.8014973,46.7807715,,,,,,
Unnamed,shop,convenience,24.8008277,46.7791971,,,,,,
Unnamed,shop,convenience,24.8008009,46.7801144,,,,,,
Unnamed,shop,convenience,24.8015021,46.7781001,,,,,,
Unnamed,shop,hairdresser,24.8014266,46.7781215,,,,,,
Unnamed,shop,hairdresser,24.8014047,46.7781457,,,,,,
Unnamed,shop,clothes,24.7994369,46.7843738,,,,,,
Unnamed,shop,jewelry,24.7993662,46.7844194,,,,,,
Unnamed,shop,toys,24.8001527,46.783199,,,,,,
Unnamed,shop,hairdresser,24.8006786,46.7829281,,,,,,
Unnamed,shop,convenience,24.8007712,46.7828851,,,,,,
Unnamed,shop,toys,24.8141547,46.7761528,,,,,,
Unnamed,shop,laundry,24.8086038,46.7789638,,,,,,
Unnamed,shop,convenience,24.8021178,46.7833639,,,,,,
Unnamed,shop,department_store,24.8043432,46.7819209,,,,,,
Unnamed,shop,supermarket,24.7731958,46.5742663,,,,,,
بنشر,shop,tyres,24.7728366,46.5746319,,,,,,
Unnamed,shop,convenience,24.7926322,46.8054023,,,,,,
Unnamed,shop,convenience,24.7957381,46.7973266,,,,,,
مؤسسة محمد عبدالله مرضاح للتجارة,shop,car_parts,24.6413814,46.7390199,,الصمان مجمع الصمان,,,"Sa-We 07:30-12:00, 16:00-19:30; Th 7:30-17:30",
مركز السفريات لصيانة السيارات,shop,car_repair,24.6373991,46.7442655,,شارع الجمعية الصناعية,,,"07:00-12:00,14:00-17:00",
شركة الزاهد للتراكتورات والمعدات الثقيلة,shop,outdoor,24.6317251,46.7628675,,شارع علي بن أبي طالب Zahid Tractors & Heavy Machinery Co,0114489763,https://www.zahidcat.com/,"Su-Th 07:30-12:00, 13:00-17:30; Sa 08:00-12:00",
شركة الزاهد للتراكتورات والمعدات الثقيلة المحدودة,shop,outdoor,24.8770308,46.947435,,Khurais Road Zahid Tractors & Heavy Machinery Co,0112319984,https://www.zahidcat.com/,"Su-Th 07:00-12:00, 13:00-17:00",
Unnamed,shop,convenience,24.706367,46.699964,,,,,,
الهرم بلازا,shop,clothes,24.7132896,46.8478626,,Prince Saad Ibn Abdulrahman Alawal Al Haram Plaza,,,,
حلاق عصمان,shop,hairdresser,24.7322965,46.8485527,,Abu Al Aswad Al Doali,0580058807,,Mo-Su 09:00-23:55,
BAJA,shop,confectionery,24.7597266,46.6696587,,Ibn Sina,,,,
othaim market أسواق العثيم,shop,supermarket,24.7142611,46.6260202,,,,,,
tamimi market أسواق التميمي,shop,supermarket,24.7136763,46.6337956,,أسواق التميمي,,,,
صرافة الأهلي,shop,mobile_phone,24.7315209,46.848714,,شارع أبو الأسود الدؤلي,,,,
مجمع النيزك للاتصالات,shop,mobile_phone,24.7269558,46.8521291,,شارع أبو الأسود الدؤلي,,,,
قصة قلم,shop,books,24.6500347,46.7061435,,,,,,
Unnamed,shop,hairdresser,24.6484714,46.7065732,,,,,,
Unnamed,shop,electronics,24.6492979,46.706367,,,,,,
Unnamed,shop,hairdresser,24.6493259,46.7063598,,,,,,
Unnamed,shop,supermarket,24.6493534,46.7063527,,,,,,
Unnamed,shop,laundry,24.6493702,46.7063484,,,,,,
Unnamed,shop,hairdresser,24.6493953,46.706342,,,,,,
Unnamed,shop,hairdresser,24.6494233,46.7063348,,,,,,
Unnamed,shop,hairdresser,24.6496129,46.7062667,,,,,,
Unnamed,shop,hairdresser,24.649661,46.7062533,,,,,,
Unnamed,shop,hardware,24.6497843,46.7065124,,,,,,
Unnamed,shop,shoes,24.6498436,46.7064961,,,,,,
Unnamed,shop,supermarket,24.649952,46.7064664,,,,,,
Unnamed,shop,laundry,24.6500015,46.7064528,,,,,,
Unnamed,shop,bakery,24.6500448,46.7064409,,,,,,
Unnamed,shop,butcher,24.6501543,46.7064109,,,,,,
Unnamed,shop,supermarket,24.6501802,46.709352,,,,,,
Unnamed,shop,seafood,24.6504557,46.7092822,,,,,,
Unnamed,shop,supermarket,24.6505191,46.7092661,,,,,,
Unnamed,shop,seafood,24.6506386,46.7092527,,,,,,
سمك الشرقية الطازج,shop,seafood,24.6507726,46.7092983,,,,,,
Unnamed,shop,greengrocer,24.650129,46.7093587,,,,,,
ساحل جدة,shop,seafood,24.6508506,46.7092742,,,,,,
Unnamed,shop,supermarket,24.6509262,46.7059321,,,,,,
اسماك الوشم,shop,seafood,24.6509481,46.7092527,,,,,,
Unnamed,shop,supermarket,24.6513991,46.7072893,,,,,,
سهل,shop,yes,24.6518503,46.7060619,,,,,,
سهل,shop,supermarket,24.6519094,46.7060049,,,,,,
ثمار الرحمانية,shop,butcher,24.6395052,46.7083484,,,,,,
نظارات المدينة,shop,optician,24.6382682,46.7102187,,,,,,
دواجن,shop,butcher,24.6405296,46.7083491,,,,,,
Unnamed,shop,car_repair,24.6389104,46.70831,,,,,,
Unnamed,shop,laundry,24.6406018,46.7083508,,,,,,
Unnamed,shop,gift,24.6396341,46.7083481,,,,,,
Unnamed,shop,hairdresser,24.6406588,46.7083522,,,,,,
الحناكي للمكسرات,shop,confectionery,24.6384747,46.7101816,,,,,,
Unnamed,shop,supermarket,24.6396905,46.708348,,,,,,
ايس كريم,shop,confectionery,24.6395555,46.7083483,,,,,,
بنده,shop,supermarket,24.583423,46.6865817,,شارع الشيخ محمد بن عبد اللطيف بن عبد الرحمن 7524,920027707,http://beta.panda.com.sa/stores/riyadh/?___store=riyadh_ar,,
ميد,shop,convenience,24.5858317,46.6921697,,الطريق الدائري الجنوبي الفرعي 5450,966114778144,http://meedstores.com/,,
Unnamed,shop,clothes,24.7675504,46.7152814,,,,,,
Unnamed,shop,clothes,24.7674627,46.7156193,,,,,,
Unnamed,shop,department_store,24.7671996,46.7157963,,,,,,
Unnamed,shop,optician,24.7685976,46.716086,,,,,,
Unnamed,shop,beauty,24.7679741,46.7160109,,,,,,
Unnamed,shop,beauty,24.7666005,46.715335,,,,,,
Unnamed,shop,beauty,24.7669658,46.7159466,,,,,,
متعب الحارثي للكاميرات,shop,electronics,24.6512754,46.706128,,,,,,
Hazzazi for Shopping هزازي للتسوق,shop,convenience,24.6935515,46.6497152,,Umm Al Hamam St.,0114807333,,,
CPR1,shop,clothes,24.7050373,46.6642016,CPR1,Takhassusi St.,,,Mo-Su 09:00-23:00,
قصر مارينا للاحتفالات,shop,confectionery,24.5350956,46.6492422,,Ali Bin Al Naqeeb,0112966666,,,
Othaim Market اسواق العثيم,shop,supermarket,24.688473,46.6431992,,Prince Nawaf Bin Abdul Aziz,920000702,https://www.othaimmarkets.com/,,
Mawaseem Supermarket اسواق المواسيم,shop,supermarket,24.6893805,46.6490391,,Prince Nawaf Bin Abdul Aziz,,,,
اسواق العثيمين,shop,supermarket,24.5668117,46.5504778,,,,,,
Unnamed,shop,tyres,24.5722167,46.7788544,,,,,,
اسواق النهدي,shop,supermarket,24.5722951,46.7808324,,Arfat,,,,
محلات الاتصالات,shop,mobile_phone,24.5853795,46.7785153,,Al-'Aziziah Road,,,,
وكالة عمر الراشد للدعاية والإعلان,shop,copyshop,24.7611746,46.7971347,,Prince Bandar Ibn Abdulaziz,0534043601,,Sa-Th 09:00-22:00,
طريق التوفير,shop,clothes,24.5965359,46.7400555,,الدائري الحنوبي,,,,
اسواق العثيم,shop,supermarket,24.6012285,46.7481058,,الدائري الحنوبي,,,,
الشامل للاواني المنزلية,shop,supermarket,24.5973722,46.7414481,,,,,,
الشامل للملابس,shop,clothes,24.5979352,46.7421658,,,,,,
الهرم بلازا,shop,clothes,24.5986045,46.7434354,,,,,,
سنتربوينت,shop,clothes,24.5972213,46.7445172,,الدائري الحنوبي,,,,
مدينة الاحذية,shop,shoes,24.598856,46.7442955,,الدائري الحنوبي,,,,
سيتي ماكس,shop,clothes,24.6014323,46.7486065,,الدائري الحنوبي,,,,
Lulu Hypermarket,shop,supermarket,24.7532926,46.8228109,,,,,,
مخبز أحلى حكاية,shop,bakery,24.6479247,46.7067099,,,,,,
Unnamed,shop,supermarket,24.6464175,46.7070876,,,,,,
Shekshack Juice,shop,beverages,24.8146543,46.7984103,,,,,,
Shekshack Juice,shop,beverages,24.7782521,46.7921379,,الشيخ عبد العزيز بن عبد الرحمن بن بشر 0112391900,0112391900,,Mo-Su 14:00-01:30,
بندة السويدي,shop,supermarket,24.5985825,46.6846048,,,,,,
بندتي,shop,supermarket,24.8029202,46.7931445,,,,,,
مغاسل الجبر,shop,laundry,24.8069959,46.7925127,,,,,,
نيو بوي,shop,gift,24.6653753,46.6998151,,طريق الملك فهد,,,,
أسواق فجر المجد,shop,supermarket,24.8036955,46.7941806,,,,,,
Unnamed,shop,shoes,24.8038615,46.7937324,,,,,,
azmi home in askan Riyadh,shop,bookmaker,24.5730353,46.8424115,,,,,,
نيكاي,shop,electronics,24.6518326,46.7064284,,شارع الوشم,,,,
سوق اللحمة,shop,butcher,24.6297466,46.7185974,,,,,,
العمل,shop,convenience,24.6930487,46.7945942,,Abdullah Bin Al Abbas St.,,,,
شركة توكيلات الجزيرة للسيارات,shop,car,24.7997358,46.6460206,شركة توكيلات الجزيرة للسيارات,,+966 92 002 5678,http://www.aljazirahford.com,,
tabu nasim,shop,confectionery,24.7164754,46.834259,,,,,,
dunkin doughnuts,shop,confectionery,24.6489015,46.5568096,,,,,,
اسواق الرجبه,shop,supermarket,24.6485083,46.554464,,,,,,
صيانة الكمبيوتر,shop,hardware,24.5856018,46.777962,,,,,,
INFOFIX FUTURE TECHNOLOGIES,shop,computer,24.6814623,46.815154,,Al Bayan 112445550,0559007533,https://www.infofixksa.com/,Mo-Su 10:00-22:00,
Jeraisy Riyadh House,shop,furniture,24.7211849,46.6681611,,,,,,
بنشر,shop,tyres,24.7569568,46.7728621,,,,,,
مركز المرور للخدمات الإلكترونية,shop,car,24.7374452,46.7998681,,,,,,
هايبر ماركت النهدي,shop,supermarket,24.5486162,46.6490005,,,,,,
مغسلة الجبر للملابس,shop,laundry,24.6694423,46.750677,,,,,,
بنده,shop,supermarket,24.6658098,46.7110666,بنده,,,,,
السالم للزجاج,shop,convenience,24.6304605,46.7393266,,شارع الاربعين ( العنوز ),,,Sa-Th 08:00-23:00,
SJ Supermarket Al Batha,shop,supermarket,24.6457267,46.7183614,,,4037357,,,
مملكة السيارات,shop,car,24.6780617,46.6857521,,Mecca Road,,,,
مغسلة الدمام,shop,laundry,24.6504078,46.7116243,,,,,,
منتجات سورية فلسطينية أردنية,shop,supermarket,24.6761963,46.8020052,منتجات سورية فلسطينية أردنية,,,,,
شركة طوابق العقارية,shop,convenience,24.7960652,46.6554968,,King Abdulaziz Road,011459481,http://www.tawabq.com.sa,Su-Th 09:00-17:00,
Unnamed,shop,hardware,24.7307484,46.8170865,,,,,,
Petromin,shop,car_repair,24.585786,46.691768,,5450,+966 800 442 0020,https://petromin.express/,"Fr 16:00-22:00; Mo-Th,Sa-Su 08:00-23:30",
بنشر,shop,tyres,24.585886,46.691751,,,,,,
Tata service centre Exit 18,shop,car_repair,24.6391408,46.7978898,,,,,,
El Seif Company,shop,outdoor,24.7818687,46.7490627,,خالد ابن الوليد,,https://el-seif.com.sa,Su-Th 08:30-18:00; Sa 09:30-14:30,
T-Shoes,shop,shoes,24.6957554,46.6492176,,,,,,
hazzaz shoping market,shop,department_store,24.6962399,46.6491489,,,,,,
بنده,shop,supermarket,24.6056953,46.7075463,,طريق الملك فهد,,,,
مركز الهرم التجاري,shop,clothes,24.6055753,46.7592054,,,,,,
بنده,shop,supermarket,24.6838282,46.8149994,,شارع الامام الشافعي,,,24/7,
سوق.كوم,shop,supermarket,24.6544316,46.8340767,,,,,,
Unnamed,shop,supermarket,24.6531326,46.7068012,,,,,,
سكن,shop,tyres,24.6348253,46.6964988,,,,,,
العساف,shop,department_store,24.6449344,46.7073756,,,,,,
مشغل,shop,cosmetics,24.6460423,46.7071981,,,,,,
عصائر سما,shop,beverages,24.6484063,46.7065885,,شارع الامير عبدالله بن جلوي بن تركي,,,,
Unnamed,shop,supermarket,24.6456347,46.7073295,,,,,,
باب سريجة,shop,greengrocer,24.6463394,46.7071063,,شارع الامير عبدالله بن جلوي بن تركي,,,,
للتبريد و التكييف,shop,electronics,24.6457184,46.7072952,,,,,,
ساحل السمك,shop,seafood,24.6457979,46.7072721,,شارع الامير عبدالله بن جلوي بن تركي,,,,
Unnamed,shop,confectionery,24.6458856,46.7072495,,شارع الامير عبدالله بن جلوي بن تركي,,,,
Unnamed,shop,clothes,24.6459389,46.7072315,,,,,,
السدحان هايبر ماركت,shop,supermarket,24.6935893,46.7712074,,,,,,
العربية للعود,shop,supermarket,24.7024913,46.7783837,,,,,,
مكتبة جرير,shop,books,24.6917574,46.7661389,,Pr. Met'eb Bin Abdulaziz St.,,https://www.jarir.com/,Sa-Th 09:00-23:00,
Unnamed,shop,laundry,24.6507649,46.7059471,,,,,,
Panda Super Market - Jarir,shop,supermarket,24.6772231,46.7443213,,Fatima Az Zahra Street,,,,
SACO,shop,convenience,24.753674,46.5852823,,,,,,
مكتبة جرير,shop,books,24.7520265,46.5840627,مكتبة جرير,,,https://www.jarir.com/,Sa-Th 09:00-23:00; Fr 16:00-23:00,مكتبة جرير
مؤسسة بريق المصاعد,shop,convenience,24.8368999,46.7654483,مؤسسة بريق المصاعد,طريق الصحابة,0536140396,http://kenanaonline.com/spark787,Sa-Th 16:00-20:00,
Pros Wearhouse,shop,bookmaker,24.6180705,46.8649781,Pros Wearhouse,Abi Ubaida Bin Masood,,,,
Active,shop,cosmetics,24.7835855,46.6828702,,,,,,
متجر الاطارات,shop,car,24.5713315,46.6908071,متجر الاطارات,طريق ديراب,0114233554,,Mo-Su 08:00-23:00,
الدريس,shop,yes,24.6650081,46.8420915,,,,,,الدريس
مستودعات أسواق العثيم,shop,houseware,24.6640234,46.842235,,,,,,أسواق العثيم
العيثيم بالخزان الرياض,shop,copyshop,24.637184,46.6972828,,,,,,
Unnamed,shop,electronics,24.5226297,46.7085333,,Imam Muslim Road 1,0591589039,,,
أسواق التميمي,shop,supermarket,24.80724,46.737201,أسواق التميمي,,,,,
الخليج ستور,shop,confectionery,24.7638089,46.6710836,الخليج ستور,"Exit 5, King Abdulaziz Road - North Ring Road (west) 05",0112147925,,Mo-Su 14:00-23:30,
متجر المستهلك,shop,bakery,24.6253493,46.5533386,متجر المستهلك,الشفا,,,,
Lulu Hypermarket,shop,supermarket,24.6635784,46.7032975,,King Faisal,,,,
Lulu Hypermarket,shop,supermarket,24.663717,46.7033756,,"Prince Faisal Ibn Turki Ibn Abdulaziz, Al Murabba, Riyadh 12612, Saudi Arabia",,,Mo-Su 08:00-23:55,
الزهراني للمطابخ,shop,furniture,24.7308323,46.8233563,الزهراني للمطابخ,Osama Bin Zayed Street,0501542234,,"Sa-Th 08:00-12:00, 16:00-22:00; Fr 16:00-22:00",
أسواق العثيم,shop,supermarket,24.7277192,46.8520857,,Abu Al Aswad Al Doali,92000702,https://www.othaimmarkets.com/,Mo-Su 07:00-02:00,
مكتبة جرير,shop,books,24.8179646,46.6865958,مكتبة جرير,طريق عثمان بن عفان,,https://www.jarir.com/,Sa-Th 09:00-23:00; Fr 16:00-23:00,مكتبة جرير
White castle,shop,bookmaker,24.814891,46.7262773,White castle,,,,,
Unnamed,shop,car_parts,24.5364776,46.8835964,,,,,,
Unnamed,shop,car_parts,24.5365939,46.8834401,,,,,,
مشغل لمسة العنود,shop,beauty,24.7764293,46.7892774,مشغل لمسة العنود,,,,,
ميد,shop,supermarket,24.6446776,46.7054482,ميد,,,,24/7,
اسواق اللحيدان,shop,supermarket,24.5794316,46.7885244,,Nahawand,,,,
